srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
DRR099878	DRX093333	DRS101519	DRP005240	PRJDB5917	Escherichia coli	K-12	PACBIO_SMRT	PacBio RS II	2502617392	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00089400
DRR099880	DRX093333	DRS101519	DRP005240	PRJDB5917	Escherichia coli	K-12	PACBIO_SMRT	PacBio RS II	612312297	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00089400
DRR099877	DRX093333	DRS101519	DRP005240	PRJDB5917	Escherichia coli	K-12	PACBIO_SMRT	PacBio RS II	174232114	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00089400
DRR099881	DRX093333	DRS101519	DRP005240	PRJDB5917	Escherichia coli	K-12	PACBIO_SMRT	PacBio RS II	502438564	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00089400
DRR099879	DRX093333	DRS101519	DRP005240	PRJDB5917	Escherichia coli	K-12	PACBIO_SMRT	PacBio RS II	1992492927	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00089400
SRR9648080	SRX6409644	SRS5067026	SRP213215	PRJNA546909	Citrobacter freundii	191T	PACBIO_SMRT	PacBio RS II	89274781	46169	WGS	GENOMIC	SINGLE	Citrobacter freundii 191T
SRR9648081	SRX6409643	SRS5067026	SRP213215	PRJNA546909	Citrobacter freundii	191T	PACBIO_SMRT	PacBio RS II	249417796	117043	WGS	GENOMIC	SINGLE	Citrobacter freundii 191T
SRR9648082	SRX6409642	SRS5067026	SRP213215	PRJNA546909	Citrobacter freundii	191T	PACBIO_SMRT	PacBio RS II	255224925	110674	WGS	GENOMIC	SINGLE	Citrobacter freundii 191T
SRR9648083	SRX6409641	SRS5067026	SRP213215	PRJNA546909	Citrobacter freundii	191T	PACBIO_SMRT	PacBio RS II	321196373	142217	WGS	GENOMIC	SINGLE	Citrobacter freundii 191T
SRR9648084	SRX6409640	SRS5067026	SRP213215	PRJNA546909	Citrobacter freundii	191T	PACBIO_SMRT	PacBio RS II	244317994	90466	WGS	GENOMIC	SINGLE	Citrobacter freundii 191T
SRR9648085	SRX6409639	SRS5067026	SRP213215	PRJNA546909	Citrobacter freundii	191T	PACBIO_SMRT	PacBio RS II	118178376	59800	WGS	GENOMIC	SINGLE	Citrobacter freundii 191T
SRR9648078	SRX6409638	SRS5067025	SRP213214	PRJNA546901	Bosea sp. AK1	AK1	PACBIO_SMRT	PacBio RS II	281427433	61187	WGS	GENOMIC	SINGLE	Bosea sp. AK1
SRR9648079	SRX6409637	SRS5067025	SRP213214	PRJNA546901	Bosea sp. AK1	AK1	PACBIO_SMRT	PacBio RS II	364487761	73745	WGS	GENOMIC	SINGLE	Bosea sp. AK1
SRR9648072	SRX6409636	SRS5067024	SRP213213	PRJNA546910	Citrobacter freundii	166R	PACBIO_SMRT	PacBio RS II	185562010	104792	WGS	GENOMIC	SINGLE	Citrobacter freundii 166R
SRR9648073	SRX6409635	SRS5067024	SRP213213	PRJNA546910	Citrobacter freundii	166R	PACBIO_SMRT	PacBio RS II	115271257	57210	WGS	GENOMIC	SINGLE	Citrobacter freundii 166R
SRR9648074	SRX6409634	SRS5067024	SRP213213	PRJNA546910	Citrobacter freundii	166R	PACBIO_SMRT	PacBio RS II	110518314	60944	WGS	GENOMIC	SINGLE	Citrobacter freundii 166R
SRR9648075	SRX6409633	SRS5067024	SRP213213	PRJNA546910	Citrobacter freundii	166R	PACBIO_SMRT	PacBio RS II	77783794	40944	WGS	GENOMIC	SINGLE	Citrobacter freundii 166R
SRR9648076	SRX6409632	SRS5067024	SRP213213	PRJNA546910	Citrobacter freundii	166R	PACBIO_SMRT	PacBio RS II	211025446	112393	WGS	GENOMIC	SINGLE	Citrobacter freundii 166R
SRR9648077	SRX6409631	SRS5067024	SRP213213	PRJNA546910	Citrobacter freundii	166R	PACBIO_SMRT	PacBio RS II	188060622	102506	WGS	GENOMIC	SINGLE	Citrobacter freundii 166R
SRR9648071	SRX6409630	SRS5067023	SRP213212	PRJNA547305	Rhodococcus sp. AK5	AK5	PACBIO_SMRT	PacBio RS II	695221143	200259	WGS	GENOMIC	SINGLE	Rhodococcus sp. AK5
SRR9648068	SRX6409629	SRS5067022	SRP213211	PRJNA546904	Citrobacter freundii	154R	PACBIO_SMRT	PacBio RS II	220308847	108422	WGS	GENOMIC	SINGLE	Citrobacter freundii 154R
SRR9648069	SRX6409628	SRS5067022	SRP213211	PRJNA546904	Citrobacter freundii	154R	PACBIO_SMRT	PacBio RS II	238780320	116901	WGS	GENOMIC	SINGLE	Citrobacter freundii 154R
SRR9648070	SRX6409627	SRS5067022	SRP213211	PRJNA546904	Citrobacter freundii	154R	PACBIO_SMRT	PacBio RS II	216968888	107545	WGS	GENOMIC	SINGLE	Citrobacter freundii 154R
SRR9647804	SRX6409377	SRS5066813	SRP213190	PRJNA547277	Prauserella muralis	DSM 45305	PACBIO_SMRT	Sequel	1409858644	399323	WGS	GENOMIC	SINGLE	Prauserella muralis DSM 45305
SRR9647805	SRX6409376	SRS5066813	SRP213190	PRJNA547277	Prauserella muralis	DSM 45305	PACBIO_SMRT	Sequel	1475333950	353241	WGS	GENOMIC	SINGLE	Prauserella muralis DSM 45305
SRR9647806	SRX6409375	SRS5066813	SRP213190	PRJNA547277	Prauserella muralis	DSM 45305	PACBIO_SMRT	Sequel	2796755049	610931	WGS	GENOMIC	SINGLE	Prauserella muralis DSM 45305
SRR9647801	SRX6409374	SRS5066812	SRP213189	PRJNA547285	Bifidobacterium commune	DSM 28792	PACBIO_SMRT	Sequel	1366472758	328245	WGS	GENOMIC	SINGLE	Bifidobacterium commune DSM 28792
SRR9647802	SRX6409373	SRS5066812	SRP213189	PRJNA547285	Bifidobacterium commune	DSM 28792	PACBIO_SMRT	Sequel	535631709	154718	WGS	GENOMIC	SINGLE	Bifidobacterium commune DSM 28792
SRR9647803	SRX6409372	SRS5066812	SRP213189	PRJNA547285	Bifidobacterium commune	DSM 28792	PACBIO_SMRT	Sequel	559178252	196814	WGS	GENOMIC	SINGLE	Bifidobacterium commune DSM 28792
SRR9647282	SRX6408854	SRS5066295	SRP213188	PRJNA546628	Phytopseudomonas flavescens	BIGb0408	PACBIO_SMRT	Sequel	1699700361	404800	WGS	GENOMIC	SINGLE	Pseudomonas flavescens BIGb0408
SRR9647283	SRX6408853	SRS5066295	SRP213188	PRJNA546628	Phytopseudomonas flavescens	BIGb0408	PACBIO_SMRT	Sequel	1278718519	287093	WGS	GENOMIC	SINGLE	Pseudomonas flavescens BIGb0408
SRR9647280	SRX6408852	SRS5066294	SRP213187	PRJNA546630	Sphingobacterium sp. JUb56	JUb56	PACBIO_SMRT	Sequel	2269952625	476218	WGS	GENOMIC	SINGLE	Sphingobacterium sp. JUb56
SRR9647281	SRX6408851	SRS5066294	SRP213187	PRJNA546630	Sphingobacterium sp. JUb56	JUb56	PACBIO_SMRT	Sequel	2787456896	634263	WGS	GENOMIC	SINGLE	Sphingobacterium sp. JUb56
SRR9647278	SRX6408850	SRS5066293	SRP213186	PRJNA547288	Streptomyces brevispora	DSM 42059	PACBIO_SMRT	Sequel	1793892973	630624	WGS	GENOMIC	SINGLE	Streptomyces brevispora DSM 42059
SRR9647279	SRX6408849	SRS5066293	SRP213186	PRJNA547288	Streptomyces brevispora	DSM 42059	PACBIO_SMRT	Sequel	2011022170	722987	WGS	GENOMIC	SINGLE	Streptomyces brevispora DSM 42059
SRR9647274	SRX6408846	SRS5066290	SRP213185	PRJNA546629	Acinetobacter sp. BIGb0196	BIGb0196	PACBIO_SMRT	Sequel	2739992979	601779	WGS	GENOMIC	SINGLE	Acinetobacter sp. BIGb0196
SRR9647275	SRX6408845	SRS5066290	SRP213185	PRJNA546629	Acinetobacter sp. BIGb0196	BIGb0196	PACBIO_SMRT	Sequel	3024116488	681201	WGS	GENOMIC	SINGLE	Acinetobacter sp. BIGb0196
SRR9647271	SRX6408843	SRS5066288	SRP213184	PRJNA547282	Microlunatus kandeliicorticis	DSM 100723	PACBIO_SMRT	Sequel	627669478	169861	WGS	GENOMIC	SINGLE	Friedmanniella endophytica DSM 100723
SRR9647272	SRX6408842	SRS5066288	SRP213184	PRJNA547282	Microlunatus kandeliicorticis	DSM 100723	PACBIO_SMRT	Sequel	494662084	121352	WGS	GENOMIC	SINGLE	Friedmanniella endophytica DSM 100723
SRR9647113	SRX6408685	SRS5066131	SRP213180	PRJNA547278	Slackia isoflavoniconvertens	DSM 22006	PACBIO_SMRT	Sequel	563138990	223515	WGS	GENOMIC	SINGLE	Slackia isoflavoniconvertens DSM 22006
SRR9647114	SRX6408684	SRS5066131	SRP213180	PRJNA547278	Slackia isoflavoniconvertens	DSM 22006	PACBIO_SMRT	Sequel	436067316	158067	WGS	GENOMIC	SINGLE	Slackia isoflavoniconvertens DSM 22006
SRR9647111	SRX6408683	SRS5066130	SRP213179	PRJNA547286	Streptomyces capillispiralis	DSM 41695	PACBIO_SMRT	Sequel	947097075	312733	WGS	GENOMIC	SINGLE	Streptomyces capillispiralis DSM 41695
SRR9647112	SRX6408682	SRS5066130	SRP213179	PRJNA547286	Streptomyces capillispiralis	DSM 41695	PACBIO_SMRT	Sequel	1334377607	493788	WGS	GENOMIC	SINGLE	Streptomyces capillispiralis DSM 41695
SRR9647109	SRX6408681	SRS5066129	SRP213178	PRJNA547287	Streptomyces cavourensis	DSM 41795	PACBIO_SMRT	Sequel	1886980578	707779	WGS	GENOMIC	SINGLE	Streptomyces cavourensis DSM 41795
SRR9647110	SRX6408680	SRS5066129	SRP213178	PRJNA547287	Streptomyces cavourensis	DSM 41795	PACBIO_SMRT	Sequel	1369888530	464366	WGS	GENOMIC	SINGLE	Streptomyces cavourensis DSM 41795
SRR9647107	SRX6408679	SRS5066128	SRP213177	PRJNA547276	Microbacterium lacticum	DSM 20427	PACBIO_SMRT	Sequel	555713634	231481	WGS	GENOMIC	SINGLE	Microbacterium lacticum DSM 20427
SRR9647108	SRX6408678	SRS5066128	SRP213177	PRJNA547276	Microbacterium lacticum	DSM 20427	PACBIO_SMRT	Sequel	554864751	281188	WGS	GENOMIC	SINGLE	Microbacterium lacticum DSM 20427
SRR9647105	SRX6408677	SRS5066127	SRP213176	PRJNA547284	Lysinibacter cavernae	DSM 27960	PACBIO_SMRT	Sequel	408973250	100864	WGS	GENOMIC	SINGLE	Lysinibacter cavernae DSM 27960
SRR9647106	SRX6408676	SRS5066127	SRP213176	PRJNA547284	Lysinibacter cavernae	DSM 27960	PACBIO_SMRT	Sequel	485125581	131776	WGS	GENOMIC	SINGLE	Lysinibacter cavernae DSM 27960
SRR9647103	SRX6408675	SRS5066126	SRP213175	PRJNA547280	Pseudoclavibacter helvolus	DSM 20419	PACBIO_SMRT	Sequel	214320947	48073	WGS	GENOMIC	SINGLE	Pseudoclavibacter helvolus DSM 20419
SRR9647104	SRX6408674	SRS5066126	SRP213175	PRJNA547280	Pseudoclavibacter helvolus	DSM 20419	PACBIO_SMRT	Sequel	802338271	185149	WGS	GENOMIC	SINGLE	Pseudoclavibacter helvolus DSM 20419
SRR9647101	SRX6408673	SRS5066125	SRP213174	PRJNA547279	Promicromonospora sukumoe	DSM 44121	PACBIO_SMRT	Sequel	1174375960	263921	WGS	GENOMIC	SINGLE	Promicromonospora sukumoe DSM 44121
SRR9647102	SRX6408672	SRS5066125	SRP213174	PRJNA547279	Promicromonospora sukumoe	DSM 44121	PACBIO_SMRT	Sequel	743990204	182898	WGS	GENOMIC	SINGLE	Promicromonospora sukumoe DSM 44121
SRR9647093	SRX6408665	SRS5066122	SRP213173	PRJNA547283	Micromonospora palomenae	DSM 102131	PACBIO_SMRT	Sequel	789307499	215381	WGS	GENOMIC	SINGLE	Micromonospora palomenae DSM 102131
SRR9647094	SRX6408664	SRS5066122	SRP213173	PRJNA547283	Micromonospora palomenae	DSM 102131	PACBIO_SMRT	Sequel	1065382301	314300	WGS	GENOMIC	SINGLE	Micromonospora palomenae DSM 102131
SRR9646958	SRX6408536	SRS5066003	SRP213161	PRJNA547289	Saccharothrix saharensis	DSM 45456	PACBIO_SMRT	Sequel	2620384144	1442885	WGS	GENOMIC	SINGLE	Saccharothrix saharensis DSM 45456
SRR9646959	SRX6408535	SRS5066003	SRP213161	PRJNA547289	Saccharothrix saharensis	DSM 45456	PACBIO_SMRT	Sequel	2831619116	1876684	WGS	GENOMIC	SINGLE	Saccharothrix saharensis DSM 45456
SRR9646956	SRX6408534	SRS5066002	SRP213160	PRJNA547290	Amycolatopsis bartoniae	DSM 45807	PACBIO_SMRT	Sequel	471063096	166439	WGS	GENOMIC	SINGLE	Amycolatopsis bartoniae DSM 45807
SRR9646957	SRX6408533	SRS5066002	SRP213160	PRJNA547290	Amycolatopsis bartoniae	DSM 45807	PACBIO_SMRT	Sequel	678057959	260967	WGS	GENOMIC	SINGLE	Amycolatopsis bartoniae DSM 45807
SRR9646954	SRX6408532	SRS5066001	SRP213159	PRJNA547281	Kitasatospora viridis	DSM 44826	PACBIO_SMRT	Sequel	750192157	219304	WGS	GENOMIC	SINGLE	Kitasatospora viridis DSM 44826
SRR9646955	SRX6408531	SRS5066001	SRP213159	PRJNA547281	Kitasatospora viridis	DSM 44826	PACBIO_SMRT	Sequel	1040170022	329616	WGS	GENOMIC	SINGLE	Kitasatospora viridis DSM 44826
SRR9645562	SRX6407376	SRS5064867	SRP213099	PRJNA547272	Microbacter margulisiae	DSM 27471	PACBIO_SMRT	Sequel	2006755404	452136	WGS	GENOMIC	SINGLE	Microbacter margulisiae DSM 27471
SRR9645563	SRX6407375	SRS5064867	SRP213099	PRJNA547272	Microbacter margulisiae	DSM 27471	PACBIO_SMRT	Sequel	2190706292	503137	WGS	GENOMIC	SINGLE	Microbacter margulisiae DSM 27471
SRR9644906	SRX6406718	SRS5064345	SRP213073	PRJNA552757	Schleiferilactobacillus harbinensis	NSMJ42	PACBIO_SMRT	PacBio RS II	1447293406	163482	WGS	GENOMIC	SINGLE	Whole genome sequencing of Lactobacillus harbinensis NSMJ42
DRR097382	DRX090869	DRS101348	DRP005224	PRJDB5838	Helicobacter pylori	PIK17_2	PACBIO_SMRT	PacBio RS II	594177086	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084369
DRR097381	DRX090868	DRS101347	DRP005224	PRJDB5838	Helicobacter pylori	PIK17	PACBIO_SMRT	PacBio RS II	1876344398	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084368
DRR097380	DRX090867	DRS101346	DRP005224	PRJDB5838	Helicobacter pylori	PIK16_2	PACBIO_SMRT	PacBio RS II	2082996536	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084367
DRR097379	DRX090866	DRS101345	DRP005224	PRJDB5838	Helicobacter pylori	PIK16_1	PACBIO_SMRT	PacBio RS II	1158478884	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084366
DRR097378	DRX090865	DRS101344	DRP005224	PRJDB5838	Helicobacter pylori	PIK14_2	PACBIO_SMRT	PacBio RS II	1119734007	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084365
DRR097377	DRX090864	DRS101343	DRP005224	PRJDB5838	Helicobacter pylori	PIK14_1	PACBIO_SMRT	PacBio RS II	944575794	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084364
DRR097376	DRX090863	DRS101342	DRP005224	PRJDB5838	Helicobacter pylori	PIK2_2	PACBIO_SMRT	PacBio RS II	1282037516	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084363
DRR097375	DRX090862	DRS101341	DRP005224	PRJDB5838	Helicobacter pylori	PIK2_1	PACBIO_SMRT	PacBio RS II	844948775	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084362
DRR097374	DRX090861	DRS101307	DRP005218	PRJDB5839	Helicobacter pylori	Q_5_6	PACBIO_SMRT	PacBio RS II	1277126820	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084376
DRR097373	DRX090860	DRS101306	DRP005218	PRJDB5839	Helicobacter pylori	Q_5_9	PACBIO_SMRT	PacBio RS II	1004615135	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084375
DRR097372	DRX090859	DRS101305	DRP005218	PRJDB5839	Helicobacter pylori	Q_5_2	PACBIO_SMRT	PacBio RS II	1223446454	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084374
DRR097371	DRX090858	DRS101304	DRP005218	PRJDB5839	Helicobacter pylori	Q_5_8	PACBIO_SMRT	PacBio RS II	1297509974	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084373
DRR097370	DRX090857	DRS101303	DRP005218	PRJDB5839	Helicobacter pylori	Q_5_5	PACBIO_SMRT	PacBio RS II	1862179923	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084372
DRR097369	DRX090856	DRS101302	DRP005218	PRJDB5839	Helicobacter pylori	Q_5_14	PACBIO_SMRT	PacBio RS II	1145333766	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084371
DRR097368	DRX090855	DRS101301	DRP005218	PRJDB5839	Helicobacter pylori	Q_5_17	PACBIO_SMRT	PacBio RS II	956115432	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084370
DRR097363	DRX090854	DRS101423	DRP005230	PRJDB5840	Helicobacter pylori	YN4-109	PACBIO_SMRT	PacBio RS II	2383195165	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084393
DRR097362	DRX090853	DRS101422	DRP005230	PRJDB5840	Helicobacter pylori	YN1-136	PACBIO_SMRT	PacBio RS II	2071928409	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084392
DRR097367	DRX090853	DRS101422	DRP005230	PRJDB5840	Helicobacter pylori	YN1-136	PACBIO_SMRT	PacBio RS II	2172255542	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084392
DRR097361	DRX090852	DRS101421	DRP005230	PRJDB5840	Helicobacter pylori	YN4-150	PACBIO_SMRT	PacBio RS II	2040657435	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084391
DRR097366	DRX090851	DRS101420	DRP005230	PRJDB5840	Helicobacter pylori	YN4-134	PACBIO_SMRT	PacBio RS II	1828584465	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084390
DRR097360	DRX090851	DRS101420	DRP005230	PRJDB5840	Helicobacter pylori	YN4-134	PACBIO_SMRT	PacBio RS II	1910691327	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084390
DRR097359	DRX090850	DRS101419	DRP005230	PRJDB5840	Helicobacter pylori	YN4-125	PACBIO_SMRT	PacBio RS II	1888857122	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084389
DRR097358	DRX090849	DRS101418	DRP005230	PRJDB5840	Helicobacter pylori	YN4-105	PACBIO_SMRT	PacBio RS II	1737058077	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084388
DRR097365	DRX090849	DRS101418	DRP005230	PRJDB5840	Helicobacter pylori	YN4-105	PACBIO_SMRT	PacBio RS II	1059872093	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084388
DRR097357	DRX090848	DRS101417	DRP005230	PRJDB5840	Helicobacter pylori	YN4-83	PACBIO_SMRT	PacBio RS II	2089354622	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084387
DRR097356	DRX090847	DRS101416	DRP005230	PRJDB5840	Helicobacter pylori	YN4-58	PACBIO_SMRT	PacBio RS II	1617528123	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084386
DRR097355	DRX090846	DRS101415	DRP005230	PRJDB5840	Helicobacter pylori	YN3-77	PACBIO_SMRT	PacBio RS II	1398837153	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084385
DRR097354	DRX090845	DRS101414	DRP005230	PRJDB5840	Helicobacter pylori	YN3-34	PACBIO_SMRT	PacBio RS II	1434425940	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084384
DRR097353	DRX090844	DRS101413	DRP005230	PRJDB5840	Helicobacter pylori	YN3-21	PACBIO_SMRT	PacBio RS II	2078727415	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084383
DRR097352	DRX090843	DRS101412	DRP005230	PRJDB5840	Helicobacter pylori	YN3-14	PACBIO_SMRT	PacBio RS II	858618993	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084382
DRR097364	DRX090843	DRS101412	DRP005230	PRJDB5840	Helicobacter pylori	YN3-14	PACBIO_SMRT	PacBio RS II	1332566930	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084382
DRR097351	DRX090842	DRS101411	DRP005230	PRJDB5840	Helicobacter pylori	YN1-139	PACBIO_SMRT	PacBio RS II	1425714922	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084381
DRR097350	DRX090841	DRS101410	DRP005230	PRJDB5840	Helicobacter pylori	YN1-131	PACBIO_SMRT	PacBio RS II	914741996	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084380
DRR097349	DRX090840	DRS101409	DRP005230	PRJDB5840	Helicobacter pylori	YN1-100	PACBIO_SMRT	PacBio RS II	1432949945	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084379
DRR097348	DRX090839	DRS101408	DRP005230	PRJDB5840	Helicobacter pylori	YN1-99	PACBIO_SMRT	PacBio RS II	1557641432	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084378
DRR097347	DRX090838	DRS101407	DRP005230	PRJDB5840	Helicobacter pylori	YN1-92	PACBIO_SMRT	PacBio RS II	1492953757	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084377
DRR097336	DRX090828	DRS101450	DRP005233	PRJDB5842	Helicobacter pylori	T-2064	PACBIO_SMRT	PacBio RS II	1570298505	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084406
DRR097334	DRX090828	DRS101450	DRP005233	PRJDB5842	Helicobacter pylori	T-2064	PACBIO_SMRT	PacBio RS II	1108097621	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084406
DRR097333	DRX090827	DRS101449	DRP005233	PRJDB5842	Helicobacter pylori	Qsc35	PACBIO_SMRT	PacBio RS II	3484880553	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084404
DRR097332	DRX090826	DRS101448	DRP005233	PRJDB5842	Helicobacter pylori	AMI	PACBIO_SMRT	PacBio RS II	1562728724	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084403
DRR097335	DRX090826	DRS101448	DRP005233	PRJDB5842	Helicobacter pylori	AMI	PACBIO_SMRT	PacBio RS II	841985039	163482	WGS	GENOMIC	SINGLE	PacBio RS II sequencing of SAMD00084403
SRR9641698	SRX6403528	SRS5061537	SRP040661	PRJNA231221	Achromobacter denitrificans	FDAARGOS_786	PACBIO_SMRT	PacBio RS	790790306	163482	WGS	GENOMIC	SINGLE	
SRR9641699	SRX6403527	SRS5061537	SRP040661	PRJNA231221	Achromobacter denitrificans	FDAARGOS_786	PACBIO_SMRT	PacBio RS	806519877	163482	WGS	GENOMIC	SINGLE	
SRR9641653	SRX6403481	SRS5061498	SRP040661	PRJNA231221	Bacillus cereus	FDAARGOS_780	PACBIO_SMRT	PacBio RS	1870027459	163482	WGS	GENOMIC	SINGLE	
SRR9641619	SRX6403465	SRS5061482	SRP040661	PRJNA231221	Abiotrophia defectiva	FDAARGOS_785	PACBIO_SMRT	PacBio RS	536782997	163482	WGS	GENOMIC	SINGLE	
SRR9641620	SRX6403463	SRS5061482	SRP040661	PRJNA231221	Abiotrophia defectiva	FDAARGOS_785	PACBIO_SMRT	PacBio RS	2745514461	163482	WGS	GENOMIC	SINGLE	
SRR9641617	SRX6403462	SRS5061481	SRP040661	PRJNA231221	Niallia circulans	FDAARGOS_783	PACBIO_SMRT	PacBio RS	1424221040	163482	WGS	GENOMIC	SINGLE	
SRR9641615	SRX6403460	SRS5061480	SRP040661	PRJNA231221	Bacillus tropicus	FDAARGOS_782	PACBIO_SMRT	PacBio RS	2875960065	163482	WGS	GENOMIC	SINGLE	
SRR9641610	SRX6403458	SRS5061479	SRP040661	PRJNA231221	Bacillus cereus	FDAARGOS_781	PACBIO_SMRT	Sequel	666911055	125873	WGS	GENOMIC	SINGLE	
SRR9641611	SRX6403456	SRS5061479	SRP040661	PRJNA231221	Bacillus cereus	FDAARGOS_781	PACBIO_SMRT	Sequel	465220500	167637	WGS	GENOMIC	SINGLE	
SRR9641612	SRX6403455	SRS5061479	SRP040661	PRJNA231221	Bacillus cereus	FDAARGOS_781	PACBIO_SMRT	Sequel	425206677	160560	WGS	GENOMIC	SINGLE	
SRR9641613	SRX6403454	SRS5061479	SRP040661	PRJNA231221	Bacillus cereus	FDAARGOS_781	PACBIO_SMRT	Sequel	1162410039	199532	WGS	GENOMIC	SINGLE	
SRR9641609	SRX6403453	SRS5061479	SRP040661	PRJNA231221	Bacillus cereus	FDAARGOS_781	PACBIO_SMRT	PacBio RS	2227922055	163482	WGS	GENOMIC	SINGLE	
SRR9641614	SRX6403452	SRS5061479	SRP040661	PRJNA231221	Bacillus cereus	FDAARGOS_781	PACBIO_SMRT	Sequel	944465157	289982	WGS	GENOMIC	SINGLE	
SRR9641607	SRX6403450	SRS5061478	SRP040661	PRJNA231221	Listeria monocytogenes	FDAARGOS_778	PACBIO_SMRT	PacBio RS	1872300291	163482	WGS	GENOMIC	SINGLE	
SRR9641604	SRX6403448	SRS5061477	SRP040661	PRJNA231221	Legionella pneumophila	FDAARGOS_779	PACBIO_SMRT	PacBio RS	1432682289	163482	WGS	GENOMIC	SINGLE	
SRR9641601	SRX6403446	SRS5061476	SRP040661	PRJNA231221	Streptococcus intermedius	FDAARGOS_769	PACBIO_SMRT	PacBio RS	2352041060	163482	WGS	GENOMIC	SINGLE	
SRR9641600	SRX6403444	SRS5061475	SRP040661	PRJNA231221	Vibrio furnissii	FDAARGOS_777	PACBIO_SMRT	PacBio RS	928691849	163482	WGS	GENOMIC	SINGLE	
SRR9641598	SRX6403442	SRS5061474	SRP040661	PRJNA231221	Shigella sonnei	FDAARGOS_776	PACBIO_SMRT	PacBio RS	1615891758	163482	WGS	GENOMIC	SINGLE	
SRR9641597	SRX6403440	SRS5061474	SRP040661	PRJNA231221	Shigella sonnei	FDAARGOS_776	PACBIO_SMRT	PacBio RS	452324013	163482	WGS	GENOMIC	SINGLE	
SRR9641576	SRX6403421	SRS5061455	SRP040661	PRJNA231221	Klebsiella pneumoniae	FDAARGOS_775	PACBIO_SMRT	PacBio RS	1178457330	163482	WGS	GENOMIC	SINGLE	
SRR9641574	SRX6403418	SRS5061454	SRP040661	PRJNA231221	Streptococcus pyogenes	FDAARGOS_774	PACBIO_SMRT	PacBio RS	1742000541	163482	WGS	GENOMIC	SINGLE	
SRR9641572	SRX6403417	SRS5061453	SRP040661	PRJNA231221	Staphylococcus aureus	FDAARGOS_773	PACBIO_SMRT	PacBio RS	1703693847	163482	WGS	GENOMIC	SINGLE	
SRR9641570	SRX6403414	SRS5061452	SRP040661	PRJNA231221	Escherichia coli	FDAARGOS_772	PACBIO_SMRT	PacBio RS	1675633626	163482	WGS	GENOMIC	SINGLE	
