srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
SRR35198252	SRX30302069	SRS18941950	SRP462268	PRJNA708419	Rhizobium sp. SLBN-94	SLBN-94	PACBIO_SMRT	Sequel II	109422152	16437	WGS	GENOMIC	SINGLE	Rhizobium sp. SLBN-94
SRR35198250	SRX30302067	SRS17947905	SRP442249	PRJNA708478	Trueperella bonasi	DSM 17163	PACBIO_SMRT	Sequel II	101864137	18416	WGS	GENOMIC	SINGLE	Trueperella bonasi DSM 17163
SRR35198245	SRX30302062	SRS17947907	SRP442251	PRJNA708463	Streptosporangium brasiliense	DSM 44109	PACBIO_SMRT	Sequel II	108273583	20234	WGS	GENOMIC	SINGLE	Streptosporangium brasiliense DSM 44109
SRR35198244	SRX30302061	SRS17947902	SRP442246	PRJNA708468	Gleimia europaea	DSM 26657	PACBIO_SMRT	Sequel II	113029905	19457	WGS	GENOMIC	SINGLE	Actinomyces europaeus DSM 26657
SRR35198132	SRX30301949	SRS17947918	SRP442262	PRJNA708458	Streptomyces sp. DSM 40167	DSM 40167	PACBIO_SMRT	Sequel II	296982663	44660	WGS	GENOMIC	SINGLE	Streptomyces sp. DSM 40167
SRR35198131	SRX30301948	SRS17952962	SRP442784	PRJNA708456	Promicromonospora iranensis	DSM 45554	PACBIO_SMRT	Sequel II	448090970	64306	WGS	GENOMIC	SINGLE	Promicromonospora iranensis DSM 45554
SRR35198128	SRX30301945	SRS17947900	SRP442244	PRJNA708457	Arcanobacterium wilhelmae	DSM 102162	PACBIO_SMRT	Sequel II	231768253	34015	WGS	GENOMIC	SINGLE	Arcanobacterium wilhelmae DSM 102162
SRR35198118	SRX30301935	SRS17947922	SRP442266	PRJNA708459	Streptomyces sp. DSM 41269	DSM 41269	PACBIO_SMRT	Sequel II	526392660	84998	WGS	GENOMIC	SINGLE	Streptomyces sp. DSM 41269
SRR35198117	SRX30301934	SRS17947919	SRP442263	PRJNA708460	Streptomyces sp. DSM 41037	DSM 41037	PACBIO_SMRT	Sequel II	617631737	108001	WGS	GENOMIC	SINGLE	Streptomyces sp. DSM 41037
SRR35198116	SRX30301933	SRS17947884	SRP442241	PRJNA708455	Streptomyces griseoviridis	DSM 40229	PACBIO_SMRT	Sequel II	395113692	69018	WGS	GENOMIC	SINGLE	Streptomyces griseoviridis DSM 40229
SRR35198115	SRX30301932	SRS17947909	SRP442253	PRJNA708476	Glycomyces algeriensis	DSM 44727	PACBIO_SMRT	Sequel II	380738883	56320	WGS	GENOMIC	SINGLE	Glycomyces algeriensis DSM 44727
SRR35198112	SRX30301929	SRS17947409	SRP442114	PRJNA708448	Nocardioides luteus	DSM 43366	PACBIO_SMRT	Sequel II	596042017	110042	WGS	GENOMIC	SINGLE	Nocardioides luteus DSM 43366
SRR35198111	SRX30301928	SRS17947923	SRP442267	PRJNA708467	Nocardioides massiliensis	GD13	PACBIO_SMRT	Sequel II	439837686	57831	WGS	GENOMIC	SINGLE	Nocardioides massiliensis DSM 28216
SRR35197876	SRX30301693	SRS17947141	SRP442052	PRJNA976376	Pararhizobium capsulatum DSM 1112	DSM 1112	PACBIO_SMRT	Sequel II	294456649	39014	WGS	GENOMIC	SINGLE	Blastobacter capsulatus DSM 1112
SRR35197874	SRX30301691	SRS17947428	SRP442132	PRJNA708447	Corynebacterium guangdongense	DSM 107476	PACBIO_SMRT	Sequel II	347544810	59921	WGS	GENOMIC	SINGLE	Corynebacterium guangdongense DSM 107476
SRR35197873	SRX30301690	SRS17947879	SRP442236	PRJNA708479	Olsenella profusa DSM 13989	DSM 13989	PACBIO_SMRT	Sequel II	261778014	43963	WGS	GENOMIC	SINGLE	Olsenella profusa DSM 13989
SRR35197871	SRX30301688	SRS17947883	SRP442240	PRJNA708454	Kitasatospora herbaricolor	DSM 40123	PACBIO_SMRT	Sequel II	310472247	43686	WGS	GENOMIC	SINGLE	Streptomyces herbaricolor DSM 40123
SRR35197870	SRX30301687	SRS17947427	SRP442131	PRJNA708449	Catenuloplanes atrovinosus	DSM 44707	PACBIO_SMRT	Sequel II	292776714	46554	WGS	GENOMIC	SINGLE	Catenuloplanes atrovinosus DSM 44707
SRR35197860	SRX30301676	SRS26349812	SRP615336	PRJNA710669	Azospirillum lipoferum	Sp59b	PACBIO_SMRT	Sequel II	547966427	55978	WGS	GENOMIC	SINGLE	Azospirillum lipoferum Sp59b
SRR35197857	SRX30301674	SRS17947455	SRP442144	PRJNA708475	Pseudoglutamicibacter albus	DSM 13068	PACBIO_SMRT	Sequel II	219754168	29847	WGS	GENOMIC	SINGLE	Arthrobacter albus DSM 13068
SRR35197856	SRX30301673	SRS17947174	SRP442072	PRJNA708470	Enteractinococcus fodinae	DSM 22966	PACBIO_SMRT	Sequel II	255183018	34504	WGS	GENOMIC	SINGLE	Enteractinococcus fodinae DSM 22966
SRR35197853	SRX30301670	SRS17947929	SRP442273	PRJNA708453	Trueperella abortisuis	DSM 19515	PACBIO_SMRT	Sequel II	306531766	54421	WGS	GENOMIC	SINGLE	Trueperella abortisuis DSM 19515
SRR35197847	SRX30301664	SRS17947652	SRP442158	PRJNA708472	Paeniglutamicibacter sulfureus	DSM 20167	PACBIO_SMRT	Sequel II	207467929	31020	WGS	GENOMIC	SINGLE	Arthrobacter sulfureus DSM 20167
SRR35197836	SRX30301653	SRS17947721	SRP442175	PRJNA708471	Nocardioides marmoribigeumensis	DSM 19426	PACBIO_SMRT	Sequel II	418258360	73809	WGS	GENOMIC	SINGLE	Marmoricola bigeumensis DSM 19426
SRR35197582	SRX30301399	SRS17947914	SRP442258	PRJNA708462	Streptomyces sp. DSM 42143	DSM 42143	PACBIO_SMRT	Sequel II	105824264	19595	WGS	GENOMIC	SINGLE	Streptomyces sp. DSM 42143
SRR35197550	SRX30301367	SRS17947903	SRP442247	PRJNA708464	Corynebacterium lowii	DSM 107388	PACBIO_SMRT	Sequel II	129060162	21979	WGS	GENOMIC	SINGLE	Corynebacterium lowii DSM 107388
SRR35197535	SRX30301352	SRS17947426	SRP442130	PRJNA708445	Corynebacterium felinum	DSM 44508	PACBIO_SMRT	Sequel II	240786239	29768	WGS	GENOMIC	SINGLE	Corynebacterium felinum DSM 44508
SRR35197471	SRX30301288	SRS17947139	SRP442050	PRJNA713284	Puniceicoccus vermicola	DSM 26450	PACBIO_SMRT	Sequel II	238035076	35165	WGS	GENOMIC	SINGLE	Puniceicoccus vermicola DSM 26450
SRR35197470	SRX30301287	SRS17947140	SRP442051	PRJNA713283	Labrys monachus	DSM 5896	PACBIO_SMRT	Sequel II	244686942	43316	WGS	GENOMIC	SINGLE	Labrys monachus DSM 5896
SRR35197250	SRX30301067	SRS17947925	SRP442269	PRJNA708477	Glycomyces lechevalierae	DSM 44724	PACBIO_SMRT	Sequel II	342434967	45297	WGS	GENOMIC	SINGLE	Glycomyces lechevalierae DSM 44724
SRR35197239	SRX30301056	SRS17947848	SRP442216	PRJNA708450	Catenuloplanes indicus	DSM 44709	PACBIO_SMRT	Sequel II	367088823	78104	WGS	GENOMIC	SINGLE	Catenuloplanes indicus DSM 44709
SRR35197136	SRX30300953	SRS17947408	SRP442113	PRJNA708451	Catenuloplanes nepalensis	DSM 44710	PACBIO_SMRT	Sequel II	450830705	101420	WGS	GENOMIC	SINGLE	Catenuloplanes nepalensis DSM 44710
SRR35197067	SRX30300884	SRS17947425	SRP442129	PRJNA708446	Mycolicibacterium senegalense	DSM 43656	PACBIO_SMRT	Sequel II	455326326	91402	WGS	GENOMIC	SINGLE	Mycobacterium senegalense DSM 43656
SRR35196975	SRX30300792	SRS18942069	SRP462294	PRJNA834424	Enterobacter sp. SLBN-59	SLBN-59	PACBIO_SMRT	Sequel II	112256156	15803	WGS	GENOMIC	SINGLE	Enterobacter sp. SLBN-59
SRR35196974	SRX30300791	SRS17947429	SRP442133	PRJNA708452	Catenuloplanes niger	DSM 44711	PACBIO_SMRT	Sequel II	361503253	72815	WGS	GENOMIC	SINGLE	Catenuloplanes niger DSM 44711
SRR35196965	SRX30300782	SRS17947928	SRP442272	PRJNA708461	Actinopolyspora lacussalsi	DSM 46731	PACBIO_SMRT	Sequel II	287127131	35352	WGS	GENOMIC	SINGLE	Actinopolyspora lacussalsi DSM 46731
SRR35184128	SRX30289008	SRS26337760	SRP614608	PRJNA709237	Methylorubrum zatmanii	SLI 505	PACBIO_SMRT	Sequel IIe	448992850	92479	WGS	GENOMIC	SINGLE	Methylorubrum zatmanii SLI 505
SRR35184129	SRX30289007	SRS26337760	SRP614608	PRJNA709237	Methylorubrum zatmanii	SLI 505	PACBIO_SMRT	Sequel IIe	897682584	161995	WGS	GENOMIC	SINGLE	Methylorubrum zatmanii SLI 505
SRR35184130	SRX30289006	SRS26337760	SRP614608	PRJNA709237	Methylorubrum zatmanii	SLI 505	PACBIO_SMRT	Sequel II	762176081	132670	WGS	GENOMIC	SINGLE	Methylorubrum zatmanii SLI 505
SRR35184089	SRX30288967	SRS11490988	SRP353483	PRJNA708439	Nitrospina gracilis Nb-211	Nb-211	PACBIO_SMRT	Sequel II	1268118949	212910	WGS	GENOMIC	SINGLE	Nitrospina gracilis Nb-211
SRR35184078	SRX30288958	SRS26337713	SRP614598	PRJNA709242	Methylorubrum extorquens	TLI 801	PACBIO_SMRT	Sequel II	469815283	75776	WGS	GENOMIC	SINGLE	Methylorubrum extorquens TLI 801
SRR35184079	SRX30288957	SRS26337713	SRP614598	PRJNA709242	Methylorubrum extorquens	TLI 801	PACBIO_SMRT	Sequel IIe	255597915	49249	WGS	GENOMIC	SINGLE	Methylorubrum extorquens TLI 801
SRR35184080	SRX30288956	SRS26337713	SRP614598	PRJNA709242	Methylorubrum extorquens	TLI 801	PACBIO_SMRT	Sequel IIe	559600264	95071	WGS	GENOMIC	SINGLE	Methylorubrum extorquens TLI 801
SRR35184064	SRX30288942	SRS26337701	SRP614596	PRJNA709801	Xanthobacter flavus	WS4821	PACBIO_SMRT	Sequel II	317757677	55268	WGS	GENOMIC	SINGLE	Xanthobacter flavus WS4821
SRR35183899	SRX30288779	SRS26337549	SRP614586	PRJNA709235	Methylorubrum extorquens	SLI 231	PACBIO_SMRT	Sequel II	392850442	83612	WGS	GENOMIC	SINGLE	Methylorubrum extorquens SLI 231
SRR35183900	SRX30288778	SRS26337549	SRP614586	PRJNA709235	Methylorubrum extorquens	SLI 231	PACBIO_SMRT	Sequel IIe	391541167	88194	WGS	GENOMIC	SINGLE	Methylorubrum extorquens SLI 231
SRR35183901	SRX30288777	SRS26337549	SRP614586	PRJNA709235	Methylorubrum extorquens	SLI 231	PACBIO_SMRT	Sequel IIe	201683213	51373	WGS	GENOMIC	SINGLE	Methylorubrum extorquens SLI 231
SRR35183898	SRX30288776	SRS26337548	SRP614585	PRJNA709238	Methylorubrum zatmanii	SLI 516	PACBIO_SMRT	Sequel II	547070261	72852	WGS	GENOMIC	SINGLE	Methylorubrum zatmanii SLI 516
SRR35183699	SRX30288577	SRS26337351	SRP614574	PRJNA709239	Methylorubrum extorquens	SLI 575	PACBIO_SMRT	Sequel II	706023720	92502	WGS	GENOMIC	SINGLE	Methylorubrum extorquens SLI 575
SRR35183687	SRX30288567	SRS26337341	SRP614566	PRJNA709236	Methylorubrum zatmanii	SLI 384	PACBIO_SMRT	Sequel IIe	477842430	100582	WGS	GENOMIC	SINGLE	Methylorubrum zatmanii SLI 384
SRR35183688	SRX30288566	SRS26337341	SRP614566	PRJNA709236	Methylorubrum zatmanii	SLI 384	PACBIO_SMRT	Sequel II	254235402	50689	WGS	GENOMIC	SINGLE	Methylorubrum zatmanii SLI 384
SRR35183689	SRX30288565	SRS26337341	SRP614566	PRJNA709236	Methylorubrum zatmanii	SLI 384	PACBIO_SMRT	Sequel IIe	251914521	60042	WGS	GENOMIC	SINGLE	Methylorubrum zatmanii SLI 384
SRR35181654	SRX30286532	SRS26335366	SRP614327	PRJNA1312278	Kushneria sp. Sum13	Sum13	PACBIO_SMRT	PacBio RS	2266349267	7506116	WGS	GENOMIC	PAIRED	Kushneria sp. strain Sum13
SRR35181646	SRX30286525	SRS26335359	SRP614320	PRJNA710667	Azospirillum zeae	N7	PACBIO_SMRT	Sequel II	292402848	51221	WGS	GENOMIC	SINGLE	Azospirillum zeae N7
SRR35181630	SRX30286509	SRS26335351	SRP614312	PRJNA710673	Azospirillum soli	CC-LY788	PACBIO_SMRT	Sequel II	147989990	18058	WGS	GENOMIC	SINGLE	Azospirillum soli CC-LY788
SRR35181598	SRX30286475	SRS26335346	SRP614307	PRJNA710670	Azospirillum melinis	TMCY 0552	PACBIO_SMRT	Sequel II	291089405	46100	WGS	GENOMIC	SINGLE	Azospirillum melinis TMCY 0552
SRR35181590	SRX30286467	SRS26335340	SRP614301	PRJNA710668	Azospirillum agricola	CC-HIH038	PACBIO_SMRT	Sequel II	341300274	38201	WGS	GENOMIC	SINGLE	Azospirillum agricola CC-HIH038
SRR35181479	SRX30286357	SRS17947142	SRP442053	PRJNA713123	Spirilliplanes yamanashiensis	DSM 44325	PACBIO_SMRT	Sequel II	556032479	78808	WGS	GENOMIC	SINGLE	Spirilliplanes yamanashiensis DSM 44325
SRR35181478	SRX30286356	SRS7612163	SRP289627	PRJNA651892	Polaromonas sp. CG_23.6	CG_23.6	PACBIO_SMRT	Sequel II	465755372	44890	WGS	GENOMIC	SINGLE	Polaromonas sp. CG_23.6
SRR35181476	SRX30286354	SRS17947195	SRP442093	PRJNA708444	Arcanobacterium hippocoleae	DSM 15539	PACBIO_SMRT	Sequel II	704006018	96322	WGS	GENOMIC	SINGLE	Arcanobacterium hippocoleae DSM 15539
SRR35181430	SRX30286308	SRS17947189	SRP442087	PRJNA708469	Microbacterium barkeri	DSM 20145	PACBIO_SMRT	Sequel II	499112619	61302	WGS	GENOMIC	SINGLE	Microbacterium barkeri DSM 20145
SRR35181428	SRX30286306	SRS17947194	SRP442092	PRJNA708474	Saccharothrix longispora	DSM 43749	PACBIO_SMRT	Sequel II	481731905	59556	WGS	GENOMIC	SINGLE	Saccharothrix longispora DSM 43749
SRR35181417	SRX30286295	SRS17947191	SRP442089	PRJNA708466	Nakamurella flavida	DSM 26917	PACBIO_SMRT	Sequel II	476855383	61538	WGS	GENOMIC	SINGLE	Humicoccus flavidus DSM 26917
SRR35181412	SRX30286290	SRS17947707	SRP442172	PRJNA713122	Actinoplanes couchii	DSM 45050	PACBIO_SMRT	Sequel II	677505228	88748	WGS	GENOMIC	SINGLE	Actinoplanes couchii DSM 45050
SRR35181407	SRX30286285	SRS26335175	SRP614210	PRJNA713285	Oligosphaera ethanolica	DSM 24202	PACBIO_SMRT	Sequel II	249682032	36174	WGS	GENOMIC	SINGLE	Oligosphaera ethanolica DSM 24202
SRR35181404	SRX30286282	SRS17947470	SRP442146	PRJNA708443	Falsarthrobacter nasiphocae	DSM 13988	PACBIO_SMRT	Sequel II	538879737	62533	WGS	GENOMIC	SINGLE	Arthrobacter nasiphocae DSM 13988
SRR35181395	SRX30286273	SRS7612169	SRP289629	PRJNA651894	Psychrobacter sp. PL19	PL19	PACBIO_SMRT	Sequel II	417738727	42954	WGS	GENOMIC	SINGLE	Psychrobacter sp. PL19
SRR35181383	SRX30286261	SRS7612164	SRP289628	PRJNA651893	Cryobacterium sp. CG_9.6	CG_9.6	PACBIO_SMRT	Sequel II	485667262	46239	WGS	GENOMIC	SINGLE	Cryobacterium sp. CG_9.6
SRR35178715	SRX30283593	SRS26332651	SRP614096	PRJNA709234	Methylorubrum extorquens	SLI 223	PACBIO_SMRT	Sequel II	1306785196	183098	WGS	GENOMIC	SINGLE	Methylorubrum extorquens SLI 223
SRR35148508	SRX30254140	SRS26305946	SRP613347	PRJNA695741	Pseudomonas sp. PvP025	PvP025	PACBIO_SMRT	Sequel II	206136579	26169	WGS	GENOMIC	SINGLE	Pseudomonas sp. PvP025
SRR35148509	SRX30254139	SRS26305946	SRP613347	PRJNA695741	Pseudomonas sp. PvP025	PvP025	PACBIO_SMRT	Sequel II	5408262	712	WGS	GENOMIC	SINGLE	Pseudomonas sp. PvP025
SRR35148506	SRX30254138	SRS26305945	SRP613346	PRJNA695740	Arthrobacter sp. PvP023	PvP023	PACBIO_SMRT	Sequel II	264496859	27909	WGS	GENOMIC	SINGLE	Arthrobacter sp. PvP023
SRR35148507	SRX30254137	SRS26305945	SRP613346	PRJNA695740	Arthrobacter sp. PvP023	PvP023	PACBIO_SMRT	Sequel II	4918127	552	WGS	GENOMIC	SINGLE	Arthrobacter sp. PvP023
SRR35148497	SRX30254128	SRS12559889	SRP369076	PRJNA695765	Microlunatus panaciterrae	DSM 18662	PACBIO_SMRT	Sequel II	478166148	72451	WGS	GENOMIC	SINGLE	Microlunatus panaciterrae DSM 18662
SRR35148495	SRX30254127	SRS26305941	SRP613342	PRJNA695744	Frigoribacterium sp. PvP032	PvP032	PACBIO_SMRT	Sequel II	165534899	19115	WGS	GENOMIC	SINGLE	Frigoribacterium sp. PvP032
SRR35148496	SRX30254126	SRS26305941	SRP613342	PRJNA695744	Frigoribacterium sp. PvP032	PvP032	PACBIO_SMRT	Sequel II	5671337	693	WGS	GENOMIC	SINGLE	Frigoribacterium sp. PvP032
SRR35148482	SRX30254113	SRS8262485	SRP306523	PRJNA696868	Pantoea cypripedii	WS4375	PACBIO_SMRT	Sequel II	525985690	56573	WGS	GENOMIC	SINGLE	Pantoea cypripedii WS4375
SRR35148481	SRX30254112	SRS12559890	SRP369077	PRJNA696059	Microbacterium imperiale	DSM 20530	PACBIO_SMRT	Sequel II	608285832	91679	WGS	GENOMIC	SINGLE	Microbacterium imperiale DSM 20530
SRR35148480	SRX30254111	SRS26305928	SRP613329	PRJNA710998	Rhizobium sp. PvP014	PvP014	PACBIO_SMRT	Sequel II	1003012040	88673	WGS	GENOMIC	SINGLE	Rhizobium sp. PvP014
SRR35148479	SRX30254110	SRS11498605	SRP353522	PRJNA711389	Pseudomonas sp. BP8	BP8	PACBIO_SMRT	Sequel II	686880122	61711	WGS	GENOMIC	SINGLE	Pseudomonas sp. BP8
SRR35148476	SRX30254107	SRS11498601	SRP353519	PRJNA711387	Pseudomonas sp. BP6	BP6	PACBIO_SMRT	Sequel II	947744681	75771	WGS	GENOMIC	SINGLE	Pseudomonas sp. BP6
SRR35148475	SRX30254106	SRS12559734	SRP369041	PRJNA695676	Microbacterium aurum	DSM 8600	PACBIO_SMRT	Sequel II	466269756	66014	WGS	GENOMIC	SINGLE	Microbacterium aurum DSM 8600
SRR35148474	SRX30254105	SRS12559719	SRP369031	PRJNA696055	Corynebacterium freneyi	DSM 44506	PACBIO_SMRT	Sequel II	299554524	40363	WGS	GENOMIC	SINGLE	Corynebacterium freneyi DSM 44506
SRR35148473	SRX30254104	SRS8244169	SRP306184	PRJNA695733	Acinetobacter calcoaceticus	B1U3D	PACBIO_SMRT	Sequel II	710986248	56427	WGS	GENOMIC	SINGLE	Acinetobacter calcoaceticus B1U3D
SRR35148472	SRX30254103	SRS26305925	SRP613326	PRJNA712311	Sphingomonas sp. R1S9D	R1S9D	PACBIO_SMRT	Sequel II	808012504	82845	WGS	GENOMIC	SINGLE	Sphingomonas sp. R1S9D
SRR35148471	SRX30254102	SRS8262466	SRP306518	PRJNA695735	Rhodococcus coprophilus	WS1822	PACBIO_SMRT	Sequel II	682254627	69482	WGS	GENOMIC	SINGLE	Rhodococcus coprophilus WS1822
SRR35148450	SRX30254082	SRS26305905	SRP613323	PRJNA695739	Rhodococcus sp. PvP016	PvP016	PACBIO_SMRT	Sequel II	185325712	24031	WGS	GENOMIC	SINGLE	Rhodococcus sp. PvP016
SRR35148451	SRX30254081	SRS26305905	SRP613323	PRJNA695739	Rhodococcus sp. PvP016	PvP016	PACBIO_SMRT	Sequel II	5610662	771	WGS	GENOMIC	SINGLE	Rhodococcus sp. PvP016
SRR35148449	SRX30254080	SRS12559821	SRP369065	PRJNA695773	Arthrobacter roseus	DSM 14508	PACBIO_SMRT	Sequel II	221635249	36908	WGS	GENOMIC	SINGLE	Arthrobacter roseus DSM 14508
SRR35148448	SRX30254079	SRS12559741	SRP369043	PRJNA695678	Microbacterium keratanolyticum	DSM 8606	PACBIO_SMRT	Sequel II	334339274	45539	WGS	GENOMIC	SINGLE	Microbacterium keratanolyticum DSM 8606
SRR35148447	SRX30254078	SRS11498604	SRP353521	PRJNA711388	Pseudomonas sp. BP7	BP7	PACBIO_SMRT	Sequel II	813897090	71064	WGS	GENOMIC	SINGLE	Pseudomonas sp. BP7
SRR35148446	SRX30254077	SRS12559760	SRP369053	PRJNA695663	Agromyces aurantiacus	DSM 14598	PACBIO_SMRT	Sequel II	435612949	54617	WGS	GENOMIC	SINGLE	Agromyces aurantiacus DSM 14598
SRR35148445	SRX30254076	SRS12558868	SRP369011	PRJNA695757	Paenibacillus sp. PvR133	PvR133	PACBIO_SMRT	Sequel II	607903060	50055	WGS	GENOMIC	SINGLE	Paenibacillus sp. PvR133
SRR35148438	SRX30254069	SRS12556564	SRP369000	PRJNA695753	Chryseobacterium sp. PvR013	PvR013	PACBIO_SMRT	Sequel II	237377249	25783	WGS	GENOMIC	SINGLE	Chryseobacterium sp. PvR013
SRR35148436	SRX30254068	SRS26305898	SRP613321	PRJNA958338	Pantoea agglomerans	PvP026	PACBIO_SMRT	Sequel II	243630277	32705	WGS	GENOMIC	SINGLE	Pantoea agglomerans PvP026
SRR35148437	SRX30254067	SRS26305898	SRP613321	PRJNA958338	Pantoea agglomerans	PvP026	PACBIO_SMRT	Sequel II	4940560	695	WGS	GENOMIC	SINGLE	Pantoea agglomerans PvP026
SRR35148435	SRX30254066	SRS12556566	SRP369002	PRJNA695754	Paenibacillus sp. PvR098	PvR098	PACBIO_SMRT	Sequel II	602244298	52896	WGS	GENOMIC	SINGLE	Paenibacillus sp. PvR098
SRR35148433	SRX30254065	SRS26305897	SRP613320	PRJNA710999	Sphingomonas sp. PvP018	PvP018	PACBIO_SMRT	Sequel II	177266096	20275	WGS	GENOMIC	SINGLE	Sphingomonas sp. PvP018
SRR35148434	SRX30254064	SRS26305897	SRP613320	PRJNA710999	Sphingomonas sp. PvP018	PvP018	PACBIO_SMRT	Sequel II	4462683	544	WGS	GENOMIC	SINGLE	Sphingomonas sp. PvP018
SRR35148432	SRX30254063	SRS12559823	SRP369067	PRJNA697999	Streptomyces syringium	DSM 41480	PACBIO_SMRT	Sequel II	388507687	61440	WGS	GENOMIC	SINGLE	Streptoverticillium syringium DSM 41480
SRR35148431	SRX30254062	SRS8262486	SRP306524	PRJNA696866	Rhodococcus opacus	WS3313	PACBIO_SMRT	Sequel II	688132683	66512	WGS	GENOMIC	SINGLE	Rhodococcus percolatus WS3313
SRR35148430	SRX30254061	SRS12557340	SRP369005	PRJNA695756	Methylobacterium sp. PvR107	PvR107	PACBIO_SMRT	Sequel II	602502243	56146	WGS	GENOMIC	SINGLE	Methylobacterium sp. PvR107
SRR35148429	SRX30254060	SRS12559759	SRP369052	PRJNA695670	Brevibacterium luteolum	DSM 15022	PACBIO_SMRT	Sequel II	455172967	49382	WGS	GENOMIC	SINGLE	Brevibacterium luteolum DSM 15022
SRR35148428	SRX30254059	SRS12559820	SRP369064	PRJNA695664	Arthrobacter tumbae	DSM 16406	PACBIO_SMRT	Sequel II	453869563	65246	WGS	GENOMIC	SINGLE	Arthrobacter tumbae DSM 16406
SRR35148427	SRX30254058	SRS12556554	SRP368992	PRJNA695737	Pseudomonas sp. PvP007	PvP007	PACBIO_SMRT	Sequel II	409098338	42333	WGS	GENOMIC	SINGLE	Pseudomonas sp. PvP007
SRR35148401	SRX30254033	SRS26305872	SRP613318	PRJNA711010	Priestia megaterium	PvP124	PACBIO_SMRT	Sequel II	332641601	62142	WGS	GENOMIC	SINGLE	Bacillus sp. PvP124
SRR35148402	SRX30254032	SRS26305872	SRP613318	PRJNA711010	Priestia megaterium	PvP124	PACBIO_SMRT	Sequel II	316230348	39101	WGS	GENOMIC	SINGLE	Bacillus sp. PvP124
SRR35148400	SRX30254031	SRS12559766	SRP369060	PRJNA696069	Paeniglutamicibacter kerguelensis	DSM 15797	PACBIO_SMRT	Sequel II	341820346	50639	WGS	GENOMIC	SINGLE	Arthrobacter kerguelensis DSM 15797
SRR35148399	SRX30254030	SRS26305871	SRP613317	PRJNA711011	Streptomyces sp. PvR006	PvR006	PACBIO_SMRT	Sequel II	401065255	42800	WGS	GENOMIC	SINGLE	Streptomyces sp. PvR006
SRR35148398	SRX30254029	SRS12559764	SRP369058	PRJNA696062	Aeromicrobium fastidiosum	DSM 10552	PACBIO_SMRT	Sequel II	356866075	45913	WGS	GENOMIC	SINGLE	Aeromicrobium fastidiosum DSM 10552
SRR35148397	SRX30254028	SRS12559757	SRP369050	PRJNA696068	Paeniglutamicibacter psychrophenolicus	DSM 15454	PACBIO_SMRT	Sequel II	353027649	41726	WGS	GENOMIC	SINGLE	Arthrobacter psychrophenolicus DSM 15454
SRR35148375	SRX30254006	SRS12559730	SRP369037	PRJNA695679	Microbacterium terrae	DSM 8610	PACBIO_SMRT	Sequel II	478275036	61482	WGS	GENOMIC	SINGLE	Microbacterium terrae DSM 8610
SRR35148373	SRX30254004	SRS12559758	SRP369051	PRJNA696066	Brachybacterium fresconis	DSM 14564	PACBIO_SMRT	Sequel II	376023449	55371	WGS	GENOMIC	SINGLE	Brachybacterium fresconis DSM 14564
SRR35148372	SRX30254003	SRS12559731	SRP369038	PRJNA695762	Brachybacterium tyrofermentans	DSM 10673	PACBIO_SMRT	Sequel II	283018435	42448	WGS	GENOMIC	SINGLE	Brachybacterium tyrofermentans DSM 10673
SRR35148320	SRX30253951	SRS12559886	SRP369073	PRJNA696061	Glutamicibacter protophormiae	DSM 20168	PACBIO_SMRT	Sequel II	399961565	60568	WGS	GENOMIC	SINGLE	Arthrobacter protophormiae DSM 20168
SRR35148319	SRX30253950	SRS12559732	SRP369039	PRJNA695772	Microbacterium dextranolyticum	DSM 8607	PACBIO_SMRT	Sequel II	458452376	54551	WGS	GENOMIC	SINGLE	Microbacterium dextranolyticum DSM 8607
SRR35148318	SRX30253949	SRS12560015	SRP369091	PRJNA695674	Microlunatus spumicola	DSM 21308	PACBIO_SMRT	Sequel II	648236028	110576	WGS	GENOMIC	SINGLE	Friedmanniella spumicola DSM 21308
SRR35148317	SRX30253948	SRS12567050	SRP369298	PRJNA696469	Bradyrhizobium elkanii	USDA 130	PACBIO_SMRT	Sequel II	582864747	50262	WGS	GENOMIC	SINGLE	Bradyrhizobium elkanii USDA 130
SRR35148306	SRX30253937	SRS12559762	SRP369056	PRJNA695681	Nocardioides cavernae	DSM 29950	PACBIO_SMRT	Sequel II	360393371	59935	WGS	GENOMIC	SINGLE	Nocardioides cavernae DSM 29950
SRR35148305	SRX30253936	SRS8262484	SRP306522	PRJNA696867	Rhodococcus ruber	WS3521	PACBIO_SMRT	Sequel II	625541168	64522	WGS	GENOMIC	SINGLE	Rhodococcus ruber WS3521
SRR35148298	SRX30253929	SRS17947657	SRP442163	PRJNA695777	Arthrobacter russicus	DSM 14555	PACBIO_SMRT	Sequel II	353403305	42026	WGS	GENOMIC	SINGLE	Arthrobacter russicus DSM 14555
SRR35148297	SRX30253928	SRS12559746	SRP369048	PRJNA695665	Oerskovia paurometabola	DSM 14281	PACBIO_SMRT	Sequel II	340432458	39939	WGS	GENOMIC	SINGLE	Oerskovia paurometabola DSM 14281
SRR35148222	SRX30253853	SRS12559720	SRP369032	PRJNA696072	Corynebacterium mucifaciens	DSM 44265	PACBIO_SMRT	Sequel II	148899336	21971	WGS	GENOMIC	SINGLE	Corynebacterium mucifaciens DSM 44265
