srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
ERR1407346	ERX1478585	ERS1058928	ERP005928	PRJEB6403	Streptococcus pyogenes	NCTC13742	PACBIO_SMRT	PacBio RS	3196863906.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1407345	ERX1478584	ERS1058927	ERP005928	PRJEB6403	Streptococcus pyogenes	NCTC13741	PACBIO_SMRT	PacBio RS	2809885786.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR3496519	SRX1755940	SRS1432732	SRP074804	PRJNA320790	Pseudomonas antarctica	PAMC 27494	PACBIO_SMRT	PacBio RS II	2141309238.0	163482.0	WGS	GENOMIC	SINGLE	Genome sequencing of the strain PAMC_27494 using the PacBio platform
SRR3493382	SRX1747187	SRS1425422	SRP074530	PRJNA320887	Clostridium estertheticum subsp. estertheticum	DSM 8809	PACBIO_SMRT	PacBio RS II	3050671089.0	163482.0	WGS	GENOMIC	SINGLE	PacBio sequencing of Clostridium estertheticum DSM 8809
SRR3538475	SRX1747187	SRS1425422	SRP074530	PRJNA320887	Clostridium estertheticum subsp. estertheticum	DSM 8809	PACBIO_SMRT	PacBio RS II	3874012827.0	163482.0	WGS	GENOMIC	SINGLE	PacBio sequencing of Clostridium estertheticum DSM 8809
ERR1397213	ERX1468472	ERS1058926	ERP005928	PRJEB6403	Streptococcus pyogenes	NCTC13740	PACBIO_SMRT	PacBio RS	1483241446.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1397212	ERX1468471	ERS1058925	ERP005928	PRJEB6403	Streptococcus pyogenes	NCTC13738	PACBIO_SMRT	PacBio RS	3218539721.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1397211	ERX1468470	ERS1058924	ERP005928	PRJEB6403	Streptococcus mutans	NCTC10832	PACBIO_SMRT	PacBio RS	3604475167.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1397210	ERX1468469	ERS1058923	ERP005928	PRJEB6403	Streptococcus dysgalactiae subsp. equisimilis	NCTC6181	PACBIO_SMRT	PacBio RS	1219956876.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1397209	ERX1468468	ERS1058922	ERP005928	PRJEB6403	Streptococcus equi subsp. zooepidemicus	NCTC6180	PACBIO_SMRT	PacBio RS	2108869720.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1397208	ERX1468467	ERS1058921	ERP005928	PRJEB6403	Klebsiella pneumoniae	NCTC13694	PACBIO_SMRT	PacBio RS	1145379949.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1397207	ERX1468466	ERS1058919	ERP005928	PRJEB6403	Neisseria canis	NCTC10296	PACBIO_SMRT	PacBio RS	621208580.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1397206	ERX1468465	ERS1058918	ERP005928	PRJEB6403	Klebsiella pneumoniae	NCTC9636	PACBIO_SMRT	PacBio RS	1088357962.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1397205	ERX1468464	ERS1058920	ERP005928	PRJEB6403	Campylobacter jejuni	NCTC12543	PACBIO_SMRT	PacBio RS	776586370.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1397204	ERX1468463	ERS1058917	ERP005928	PRJEB6403	Streptococcus pyogenes	NCTC10879	PACBIO_SMRT	PacBio RS	1216459120.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1397203	ERX1468462	ERS1058916	ERP005928	PRJEB6403	Streptococcus pyogenes	NCTC8227	PACBIO_SMRT	PacBio RS	2992201303.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1397202	ERX1468461	ERS1060071	ERP005928	PRJEB6403	Enterococcus faecium	NCTC7379	PACBIO_SMRT	PacBio RS	2409866394.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1397201	ERX1468460	ERS1058915	ERP005928	PRJEB6403	Enterococcus faecalis	3012STDY6331024	PACBIO_SMRT	PacBio RS	2139082412.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR3466508	SRX1736343	SRS1417082	SRP074160	PRJNA319877	Rathayibacter tritici	NCPPB 1953	PACBIO_SMRT	PacBio RS II	3161190881.0	163482.0	WGS	GENOMIC	SINGLE	The whole genome sequence of Rathayibacter tritici NCPPB 1953 (pacbio data)
SRR3465563	SRX1735464	SRS1416515	SRP074125	PRJNA279656	Klebsiella pneumoniae	Kpn555	PACBIO_SMRT	PacBio RS II	196219857.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Klebsiella pneumoniae Kpn555 Genomic Library
SRR3465564	SRX1735464	SRS1416515	SRP074125	PRJNA279656	Klebsiella pneumoniae	Kpn555	PACBIO_SMRT	PacBio RS II	313698124.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Klebsiella pneumoniae Kpn555 Genomic Library
SRR3465565	SRX1735464	SRS1416515	SRP074125	PRJNA279656	Klebsiella pneumoniae	Kpn555	PACBIO_SMRT	PacBio RS II	236346568.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Klebsiella pneumoniae Kpn555 Genomic Library
SRR3465566	SRX1735464	SRS1416515	SRP074125	PRJNA279656	Klebsiella pneumoniae	Kpn555	PACBIO_SMRT	PacBio RS II	425341129.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Klebsiella pneumoniae Kpn555 Genomic Library
SRR3465558	SRX1735460	SRS1416512	SRP074123	PRJNA279655	Klebsiella pneumoniae	Kpn223	PACBIO_SMRT	PacBio RS II	751916568.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Klebsiella pneumoniae Kpn223 Genomic Library
SRR3465559	SRX1735460	SRS1416512	SRP074123	PRJNA279655	Klebsiella pneumoniae	Kpn223	PACBIO_SMRT	PacBio RS II	1016575598.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Klebsiella pneumoniae Kpn223 Genomic Library
SRR3465540	SRX1735443	SRS1416496	SRP074121	PRJNA279654	Escherichia coli	Eco889	PACBIO_SMRT	PacBio RS II	633792368.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Escherichia coli Eco889 Genomic Library
SRR3465541	SRX1735443	SRS1416496	SRP074121	PRJNA279654	Escherichia coli	Eco889	PACBIO_SMRT	PacBio RS II	995348619.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Escherichia coli Eco889 Genomic Library
SRR3465536	SRX1735440	SRS1416494	SRP074119	PRJNA279607	Aeromonas veronii	AVNIH1	PACBIO_SMRT	PacBio RS II	608453503.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Aeromonas sp. AVNIH1 Genomic Library
SRR3465537	SRX1735440	SRS1416494	SRP074119	PRJNA279607	Aeromonas veronii	AVNIH1	PACBIO_SMRT	PacBio RS II	867177192.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Aeromonas sp. AVNIH1 Genomic Library
SRR3465533	SRX1735438	SRS1416493	SRP074118	PRJNA279657	Klebsiella pneumoniae	ATCC 35657	PACBIO_SMRT	PacBio RS II	479900735.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Klebsiella pneumoniae ATCC35657 Genomic Library
SRR3465534	SRX1735438	SRS1416493	SRP074118	PRJNA279657	Klebsiella pneumoniae	ATCC 35657	PACBIO_SMRT	PacBio RS II	1051968768.0	163482.0	WGS	GENOMIC	SINGLE	PacBio SMRT Sequencing of Klebsiella pneumoniae ATCC35657 Genomic Library
SRR3457418	SRX1733282	SRS815456	SRP051873	PRJNA271775	Acinetobacter baumannii	ORAB01	PACBIO_SMRT	PacBio RS II	4678199819.0	163482.0	WGS	GENOMIC	SINGLE	
ERR1377198	ERX1448324	ERS1058908	ERP005928	PRJEB6403	Staphylococcus epidermidis	NCTC10519	PACBIO_SMRT	PacBio RS	2291147406.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377197	ERX1448323	ERS1058920	ERP005928	PRJEB6403	Campylobacter jejuni	NCTC12543	PACBIO_SMRT	PacBio RS	306976005.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377196	ERX1448322	ERS1058914	ERP005928	PRJEB6403	Streptococcus uberis	NCTC3858	PACBIO_SMRT	PacBio RS	2222011187.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377195	ERX1448321	ERS1058913	ERP005928	PRJEB6403	Mammaliicoccus lentus	NCTC12102	PACBIO_SMRT	PacBio RS	2674188799.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377194	ERX1448320	ERS1058912	ERP005928	PRJEB6403	Staphylococcus cohnii	NCTC11041	PACBIO_SMRT	PacBio RS	2815550752.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377193	ERX1448319	ERS1058910	ERP005928	PRJEB6403	Ectopseudomonas oleovorans	NCTC10692	PACBIO_SMRT	PacBio RS	2334550877.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377192	ERX1448318	ERS1058909	ERP005928	PRJEB6403	Pseudomonas aeruginosa	NCTC10662	PACBIO_SMRT	PacBio RS	2225521279.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377191	ERX1448317	ERS1054599	ERP005928	PRJEB6403	Stenotrophomonas maltophilia	NCTC10499	PACBIO_SMRT	PacBio RS	5896740907.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377190	ERX1448316	ERS1054598	ERP005928	PRJEB6403	Pseudomonas aeruginosa	NCTC10299	PACBIO_SMRT	PacBio RS	4661162026.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377189	ERX1448315	ERS1054597	ERP005928	PRJEB6403	Clostridium perfringens	NCTC13170	PACBIO_SMRT	PacBio RS	2290707761.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377188	ERX1448314	ERS1054595	ERP005928	PRJEB6403	Clostridium perfringens	NCTC8797	PACBIO_SMRT	PacBio RS	1141159026.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377187	ERX1448313	ERS1054593	ERP005928	PRJEB6403	Clostridium perfringens	NCTC8678	PACBIO_SMRT	PacBio RS	1660250318.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377186	ERX1448312	ERS1054590	ERP005928	PRJEB6403	Enterococcus faecalis	NCTC8176	PACBIO_SMRT	PacBio RS	2049009029.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377185	ERX1448311	ERS1054589	ERP005928	PRJEB6403	Enterococcus faecalis	NCTC8132	PACBIO_SMRT	PacBio RS	1803709674.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377184	ERX1448310	ERS1054588	ERP005928	PRJEB6403	Enterococcus faecalis	NCTC12203	PACBIO_SMRT	PacBio RS	1535045393.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377183	ERX1448309	ERS1054587	ERP005928	PRJEB6403	Klebsiella pneumoniae	NCTC13698	PACBIO_SMRT	PacBio RS	2208367748.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377182	ERX1448308	ERS1054586	ERP005928	PRJEB6403	Klebsiella pneumoniae	NCTC13697	PACBIO_SMRT	PacBio RS	1667396112.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377181	ERX1448307	ERS1054585	ERP005928	PRJEB6403	Enterococcus faecalis	NCTC12697	PACBIO_SMRT	PacBio RS	3852586404.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377180	ERX1448306	ERS1054584	ERP005928	PRJEB6403	Haemophilus influenzae	NCTC11931	PACBIO_SMRT	PacBio RS	704041293.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377179	ERX1448305	ERS1054583	ERP005928	PRJEB6403	Canicola haemoglobinophilus	NCTC10619	PACBIO_SMRT	PacBio RS	1439178989.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377178	ERX1448304	ERS1054582	ERP005928	PRJEB6403	Neisseria lactamica	NCTC10617	PACBIO_SMRT	PacBio RS	83437842.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377177	ERX1448303	ERS1054581	ERP005928	PRJEB6403	Escherichia coli	NCTC10279	PACBIO_SMRT	PacBio RS	2636313595.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377176	ERX1448302	ERS1049104	ERP005928	PRJEB6403	Escherichia coli	NCTC9083	PACBIO_SMRT	PacBio RS	1444212421.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377175	ERX1448301	ERS1054580	ERP005928	PRJEB6403	Escherichia coli	NCTC9113	PACBIO_SMRT	PacBio RS	1294013121.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377174	ERX1448300	ERS1054579	ERP005928	PRJEB6403	Escherichia coli	NCTC9105	PACBIO_SMRT	PacBio RS	1601361675.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377173	ERX1448299	ERS1054578	ERP005928	PRJEB6403	Achromobacter denitrificans	NCTC8582	PACBIO_SMRT	PacBio RS	2570107126.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377172	ERX1448298	ERS1054577	ERP005928	PRJEB6403	Pseudomonas putida	NCTC7914	PACBIO_SMRT	PacBio RS	3044801021.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377171	ERX1448297	ERS1054576	ERP005928	PRJEB6403	Micrococcus luteus NCTC 2665	NCTC 2665	PACBIO_SMRT	PacBio RS	2025617680.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
ERR1377170	ERX1448296	ERS1054575	ERP005928	PRJEB6403	Achromobacter xylosoxidans	NCTC10808	PACBIO_SMRT	PacBio RS	1282831671.0	163482.0	WGS	GENOMIC	SINGLE	PacBio RS sequencing
SRR3452750	SRX1728733	SRS973656	SRP059980	PRJNA288376	Aggregatibacter actinomycetemcomitans	VT1169	PACBIO_SMRT	PacBio RS II	1015836714.0	163482.0	WGS	GENOMIC	SINGLE	A. actinomycetemcomitans str. VT1169 genome sequencing
SRR3452749	SRX1728732	SRS973656	SRP059980	PRJNA288376	Aggregatibacter actinomycetemcomitans	VT1169	PACBIO_SMRT	PacBio RS II	971397881.0	163482.0	WGS	GENOMIC	SINGLE	A. actinomycetemcomitans str. VT1169 genome sequencing
SRR3441734	SRX1727973	SRS1324874	SRP050002	PRJNA266616	Bordetella pertussis	I488	PACBIO_SMRT	PacBio RS II	585814785.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441733	SRX1727972	SRS1324874	SRP050002	PRJNA266616	Bordetella pertussis	I488	PACBIO_SMRT	PacBio RS II	661555680.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441732	SRX1727971	SRS943793	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	883778154.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441731	SRX1727970	SRS943793	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	954767016.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441730	SRX1727969	SRS943795	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	496221761.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441729	SRX1727968	SRS943795	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	599943820.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441728	SRX1727967	SRS943794	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	558666251.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441727	SRX1727966	SRS943794	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	605517171.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441726	SRX1727965	SRS943796	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1006507024.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441725	SRX1727964	SRS943796	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	617470374.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441724	SRX1727963	SRS1324877	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1745862144.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441723	SRX1727962	SRS1324877	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1721450234.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441722	SRX1727961	SRS1324877	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1131132090.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441721	SRX1727960	SRS1324878	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1395516966.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441720	SRX1727959	SRS1324878	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1670890367.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441719	SRX1727958	SRS1324858	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1888421862.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441718	SRX1727957	SRS1324858	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1584248964.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441717	SRX1727956	SRS1324857	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	829182953.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441716	SRX1727955	SRS1324857	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	997623635.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441715	SRX1727954	SRS1324859	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	884725093.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441714	SRX1727953	SRS1324859	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	960033631.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441713	SRX1727952	SRS1324860	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	711306738.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441712	SRX1727951	SRS1324860	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	646691040.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441711	SRX1727950	SRS1324861	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	796035372.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441710	SRX1727949	SRS1324861	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	700402649.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441709	SRX1727948	SRS1324862	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	817131693.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441708	SRX1727947	SRS1324862	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1275882068.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441707	SRX1727946	SRS1324862	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	725243904.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441706	SRX1727945	SRS1324864	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	657947129.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441705	SRX1727944	SRS1324864	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	704090532.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441704	SRX1727943	SRS1324864	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1278983845.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441703	SRX1727942	SRS1324863	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	740744739.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441702	SRX1727941	SRS1324863	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1150613937.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441701	SRX1727940	SRS1324863	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	604534340.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441700	SRX1727939	SRS1324865	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	610972756.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441699	SRX1727938	SRS1324865	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	633708689.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441698	SRX1727937	SRS1324868	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1276370967.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441696	SRX1727935	SRS1324868	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	920056186.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441695	SRX1727934	SRS1324866	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1645954664.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441694	SRX1727933	SRS1324866	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1704980862.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441693	SRX1727932	SRS1324867	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1406972185.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441692	SRX1727931	SRS1324867	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1561523531.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441691	SRX1727930	SRS1324844	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	781705802.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441690	SRX1727929	SRS1324844	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	782753516.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441689	SRX1727928	SRS1324845	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1134404719.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441688	SRX1727927	SRS1324845	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1321409089.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441687	SRX1727926	SRS1324846	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	694283259.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441686	SRX1727925	SRS1324846	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	629709429.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441685	SRX1727924	SRS1324847	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	752315182.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441684	SRX1727923	SRS1324847	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1050107932.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441683	SRX1727922	SRS1324848	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	766189579.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441682	SRX1727921	SRS1324848	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	950129580.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441681	SRX1727920	SRS1324849	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	580009784.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441680	SRX1727919	SRS1324849	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	926958192.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441679	SRX1727918	SRS1324850	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	640745056.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441678	SRX1727917	SRS1324850	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	492413022.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441677	SRX1727916	SRS1324851	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	875911009.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441676	SRX1727915	SRS1324852	SRP050002	PRJNA266616	Bordetella pertussis	I517	PACBIO_SMRT	PacBio RS II	603469898.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441675	SRX1727914	SRS1324852	SRP050002	PRJNA266616	Bordetella pertussis	I517	PACBIO_SMRT	PacBio RS II	985874295.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441674	SRX1727913	SRS1324853	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	838178495.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441673	SRX1727912	SRS1324853	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	909213068.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441672	SRX1727911	SRS1324854	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	770850500.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441671	SRX1727910	SRS1324854	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	1024585689.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441670	SRX1727909	SRS1324855	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	778217166.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441669	SRX1727908	SRS1324855	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	990769703.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441668	SRX1727907	SRS1324856	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	754054213.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441667	SRX1727906	SRS1324856	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	598365091.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441666	SRX1727905	SRS1324837	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	682245338.0	163482.0	WGS	GENOMIC	SINGLE	
SRR3441665	SRX1727904	SRS1324837	SRP050002	PRJNA266616	Bordetella pertussis		PACBIO_SMRT	PacBio RS II	608534857.0	163482.0	WGS	GENOMIC	SINGLE	
