srr_accession	srx_accession	srs_accession	srp_accession	bioproject	organism	strain	platform	instrument	total_bases	total_spots	library_strategy	library_source	library_layout	title
ERR16138123	ERX15527789	ERS28447466	ERP186608	PRJEB105405	Schleiferilactobacillus harbinensis		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Raw reads: MCF_B12_Nanopore
ERR16121751	ERX15511313	ERS28447461	ERP186608	PRJEB105405	Leuconostoc mesenteroides		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Raw reads: MCF_B7_Nanopore
ERR16137392	ERX15527058	ERS28447463	ERP186608	PRJEB105405	Liquorilactobacillus nagelii		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Raw reads: MCF_B13_Nanopore
ERR16138910	ERX15528576	ERS28447465	ERP186608	PRJEB105405	Oenococcus sicerae		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Raw reads: MCF_B21_Nanopore
ERR16138972	ERX15528638	ERS28447455	ERP186608	PRJEB105405	Acetobacter fabarum		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Raw reads: MCF_B3_Nanopore
ERR16092365	ERX15482200	ERS28462692	ERP187470	PRJEB106400	Escherichia coli		OXFORD_NANOPORE	GridION			WGS	GENOMIC	SINGLE	EXP-0-1-2026-01-12_17-53-15
ERR16107936	ERX15497589	ERS28447452	ERP186608	PRJEB105405	Gluconobacter oxydans		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Raw reads: MCF_B1_Nanopore
ERR16121787	ERX15511349	ERS28447462	ERP186608	PRJEB105405	Liquorilactobacillus ghanensis		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Raw reads: MCF_B14_Nanopore
ERR16139097	ERX15528763	ERS28447454	ERP186608	PRJEB105405	Gluconobacter cerinus		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Raw reads: MCF_B6_Nanopore
ERR16119834	ERX15509417	ERS28447458	ERP186608	PRJEB105405	Lacticaseibacillus paracasei subsp. paracasei		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Raw reads: MCF_B11_Nanopore
ERR16119358	ERX15508953	ERS28447457	ERP186608	PRJEB105405	Novacetimonas hansenii		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Raw reads: MCF_B2_Nanopore
ERR16138909	ERX15528575	ERS28447459	ERP186608	PRJEB105405	Lentilactobacillus hilgardii		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Raw reads: MCF_B18_Nanopore
ERR16139096	ERX15528762	ERS28447453	ERP186608	PRJEB105405	Gluconobacter albidus		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Raw reads: MCF_B4_Nanopore
ERR16137434	ERX15527100	ERS28447464	ERP186608	PRJEB105405	Liquorilactobacillus satsumensis		OXFORD_NANOPORE	MinION			WGS	GENOMIC	SINGLE	Raw reads: MCF_B17_Nanopore
ERR16139098	ERX15528764	ERS28447456	ERP186608	PRJEB105405	Komagataeibacter xylinus		OXFORD_NANOPORE	MinION	249463828.0	114295.0	WGS	GENOMIC	SINGLE	Raw reads: MCF_B5_Nanopore
SRR37136229	SRX32078238	SRS28013679	SRP675044	PRJNA1419343	Klebsiella pneumoniae	TUM25339	OXFORD_NANOPORE	MinION	1277885596.0	108429.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae: Patient
SRR37136231	SRX32078236	SRS28013678	SRP675044	PRJNA1419343	Klebsiella pneumoniae	TUM24792	OXFORD_NANOPORE	MinION	1518585058.0	118784.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae: Patient
SRR37136233	SRX32078234	SRS28013677	SRP675044	PRJNA1419343	Klebsiella pneumoniae	TUM24790	OXFORD_NANOPORE	MinION	1552384253.0	138679.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae: Patient
SRR37136235	SRX32078232	SRS28013676	SRP675044	PRJNA1419343	Klebsiella pneumoniae	TUM24786	OXFORD_NANOPORE	MinION	1294746748.0	100354.0	WGS	GENOMIC	SINGLE	WGS of Klebsiella pneumoniae: Patient
DRR905475	DRX883258	DRS652092	DRP017068	PRJDB20581	Methylococcaceae bacterium MI19235	MI19235	OXFORD_NANOPORE	MinION	90997214.0	13058.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00899876
DRR905479	DRX883258	DRS652092	DRP017068	PRJDB20581	Methylococcaceae bacterium MI19235	MI19235	OXFORD_NANOPORE	MinION	49159477.0	8083.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00899876
DRR905480	DRX883258	DRS652092	DRP017068	PRJDB20581	Methylococcaceae bacterium MI19235	MI19235	OXFORD_NANOPORE	MinION	151639545.0	26191.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00899876
DRR905477	DRX883256	DRS652091	DRP017068	PRJDB20581	Methylococcaceae bacterium AF98	AF98	OXFORD_NANOPORE	MinION	51852195.0	13529.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00899875
DRR905478	DRX883256	DRS652091	DRP017068	PRJDB20581	Methylococcaceae bacterium AF98	AF98	OXFORD_NANOPORE	MinION	152519588.0	40654.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00899875
DRR905473	DRX883256	DRS652091	DRP017068	PRJDB20581	Methylococcaceae bacterium AF98	AF98	OXFORD_NANOPORE	MinION	95586894.0	20079.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD00899875
SRR37117119	SRX32062097	SRS27980228	SRP674337	PRJNA1417329	Aeromicrobium sp. JP4	JP4	OXFORD_NANOPORE	PromethION	1441652209.0	202457.0	WGS	GENOMIC	SINGLE	WGS of Aeromicrobium sp: JP4
SRR37115151	SRX32060132	SRS27996270	SRP674722	PRJNA1418914	Escherichia coli	E coli EC35	OXFORD_NANOPORE	MinION	349361614.0	111451.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of E. coli isolate from cracked chicken egg
SRR37115152	SRX32060131	SRS27996269	SRP674722	PRJNA1418914	Escherichia coli	E coli EC26	OXFORD_NANOPORE	MinION	155465270.0	127705.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of E. coli isolate from cracked chicken egg
SRR37115153	SRX32060130	SRS27996268	SRP674722	PRJNA1418914	Escherichia coli	E coli EC25	OXFORD_NANOPORE	MinION	51379894.0	30883.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of E. coli isolate from cracked chicken egg
SRR37115154	SRX32060129	SRS27996267	SRP674722	PRJNA1418914	Escherichia coli	E coli EC9	OXFORD_NANOPORE	MinION	253978561.0	133094.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of E. coli isolate from cracked chicken egg
SRR37113883	SRX32058889	SRS27995068	SRP674685	PRJNA1418337	Bacillus velezensis	ZC2-4	OXFORD_NANOPORE	PromethION	2522755640.0	720432.0	WGS	GENOMIC	SINGLE	Whole genome sequence of bacillus velezensis
SRR37104805	SRX32051064	SRS27988483	SRP674540	PRJNA1314445	Rhodanobacter sp. UC4436_H3	UC4436_H3	OXFORD_NANOPORE	MinION	748522616.0	135053.0	WGS	GENOMIC	SINGLE	UC4436
SRR37104806	SRX32051063	SRS27988482	SRP674540	PRJNA1314445	Rhodanobacter sp. UC4443_H10	UC4443_H10	OXFORD_NANOPORE	MinION	744705358.0	136245.0	WGS	GENOMIC	SINGLE	UC4443
SRR37104807	SRX32051062	SRS27988481	SRP674540	PRJNA1314445	Rhodanobacter sp. UC4437_H4	UC4437_H4	OXFORD_NANOPORE	MinION	527133212.0	91466.0	WGS	GENOMIC	SINGLE	UC4437
SRR37104808	SRX32051061	SRS27988480	SRP674540	PRJNA1314445	Rhodanobacter sp. UC4444_H11	UC4444_H11	OXFORD_NANOPORE	MinION	444650361.0	124640.0	WGS	GENOMIC	SINGLE	UC4444
SRR37104809	SRX32051060	SRS27988479	SRP674540	PRJNA1314445	Achromobacter anxifer	UC4456_P4	OXFORD_NANOPORE	MinION	581795087.0	101650.0	WGS	GENOMIC	SINGLE	UC4456
SRR37104810	SRX32051059	SRS27988478	SRP674540	PRJNA1314445	Achromobacter anxifer	UC4458_P6	OXFORD_NANOPORE	MinION	576980924.0	105633.0	WGS	GENOMIC	SINGLE	UC4458
SRR37104811	SRX32051058	SRS27988477	SRP674540	PRJNA1314445	Micrococcus luteus	UC4434_H1	OXFORD_NANOPORE	MinION	356327599.0	82789.0	WGS	GENOMIC	SINGLE	UC4434
SRR37104812	SRX32051057	SRS27988476	SRP674540	PRJNA1314445	Nitrobacteraceae bacterium UC4449_H16	UC4449_H16	OXFORD_NANOPORE	MinION	339319533.0	42571.0	WGS	GENOMIC	SINGLE	UC4449
SRR37104813	SRX32051056	SRS27988474	SRP674540	PRJNA1314445	Nitrobacteraceae bacterium UC4446_H13	UC4446_H13	OXFORD_NANOPORE	MinION	199583411.0	35619.0	WGS	GENOMIC	SINGLE	UC4446
SRR37104814	SRX32051055	SRS27988475	SRP674540	PRJNA1314445	Micrococcus luteus	UC4435_H2	OXFORD_NANOPORE	MinION	942348090.0	137538.0	WGS	GENOMIC	SINGLE	UC4435
SRR37104815	SRX32051054	SRS27988473	SRP674540	PRJNA1314445	Corynebacterium sanguinis	UC4440_H7	OXFORD_NANOPORE	MinION	333759491.0	71574.0	WGS	GENOMIC	SINGLE	UC4440
SRR37104816	SRX32051053	SRS27988472	SRP674540	PRJNA1314445	Allosphingosinicella humi	UC4453_P1	OXFORD_NANOPORE	MinION	686930215.0	98069.0	WGS	GENOMIC	SINGLE	UC4453
SRR37104817	SRX32051052	SRS27988471	SRP674540	PRJNA1314445	Castellaniella sp. UC4447_H14	UC4447_H14	OXFORD_NANOPORE	MinION	444315408.0	80106.0	WGS	GENOMIC	SINGLE	UC4447
SRR37104818	SRX32051051	SRS27988470	SRP674540	PRJNA1314445	Castellaniella sp. UC4442_H9	UC4442_H9	OXFORD_NANOPORE	MinION	409181683.0	106436.0	WGS	GENOMIC	SINGLE	UC4442
SRR37104819	SRX32051050	SRS27988468	SRP674540	PRJNA1314445	Rhodanobacter sp. UC4451_H18	UC4451_H18	OXFORD_NANOPORE	MinION	238736596.0	43379.0	WGS	GENOMIC	SINGLE	UC4451
SRR37104820	SRX32051049	SRS27988469	SRP674540	PRJNA1314445	Rhodanobacter sp. UC4450_H17	UC4450_H17	OXFORD_NANOPORE	MinION	813385288.0	122366.0	WGS	GENOMIC	SINGLE	UC4450
SRR37104821	SRX32051048	SRS27988467	SRP674540	PRJNA1314445	Rhodanobacter sp. UC4452_H20	UC4452_H20	OXFORD_NANOPORE	MinION	990850573.0	209872.0	WGS	GENOMIC	SINGLE	UC4452
SRR37104822	SRX32051047	SRS27988466	SRP674540	PRJNA1314445	Rhodanobacter sp. UC4438_H5	UC4438_H5	OXFORD_NANOPORE	MinION	1599544812.0	342637.0	WGS	GENOMIC	SINGLE	UC4438
SRR37104823	SRX32051046	SRS27988465	SRP674540	PRJNA1314445	Rhodanobacter sp. UC4448_H15	UC4448_H15	OXFORD_NANOPORE	MinION	266659122.0	72394.0	WGS	GENOMIC	SINGLE	UC4448
SRR37104824	SRX32051045	SRS27988463	SRP674540	PRJNA1314445	Rhodanobacter sp. UC4439_H6	UC4439_H6	OXFORD_NANOPORE	MinION	149048604.0	38214.0	WGS	GENOMIC	SINGLE	UC4439
SRR37104825	SRX32051044	SRS27988464	SRP674540	PRJNA1314445	Aquamicrobium terrae	UC4454_P2	OXFORD_NANOPORE	MinION	479776518.0	87204.0	WGS	GENOMIC	SINGLE	UC4454
SRR37104826	SRX32051043	SRS27988462	SRP674540	PRJNA1314445	Pseudoxanthomonas beigongshangi	UC4457_P5	OXFORD_NANOPORE	MinION	456708934.0	138385.0	WGS	GENOMIC	SINGLE	UC4457
SRR37096159	SRX32042535	SRS27980222	SRP674333	PRJNA1418485	Bacteroides thetaiotaomicron	WT	OXFORD_NANOPORE	PromethION	1255607010.0	166413.0	WGS	GENOMIC	SINGLE	WGS
SRR37087768	SRX32034144	SRS27973368	SRP670347	PRJNA1303956	Lactobacillus crispatus	CTV05	OXFORD_NANOPORE	MinION	2491950709.0	941274.0	WGS	GENOMIC	SINGLE	Nanopore sequencing of Lactobacillus crispatus strain CTV05
SRR37084468	SRX32030845	SRS19390017	SRP469716	PRJNA1034616	Bacillus velezensis	Bam 1	OXFORD_NANOPORE	GridION	213478525.0	440246.0	WGS	GENOMIC	SINGLE	Whole-genome sequencing of a highly proteolytic strain of Bacillus velezensis
SRR37084469	SRX32030844	SRS19390017	SRP469716	PRJNA1034616	Bacillus velezensis	Bam 1	OXFORD_NANOPORE	GridION	182556532.0	375551.0	WGS	GENOMIC	SINGLE	Whole-genome sequencing of a highly proteolytic strain of Bacillus velezensis
SRR37084193	SRX32030570	SRS19380824	SRP469716	PRJNA1034616	Bacillus velezensis	A3	OXFORD_NANOPORE	GridION	185157126.0	380078.0	WGS	GENOMIC	SINGLE	Whole-genome sequencing of a weakly proteolytic strain of Bacillus velezens
SRR37084194	SRX32030569	SRS19380824	SRP469716	PRJNA1034616	Bacillus velezensis	A3	OXFORD_NANOPORE	GridION	184320770.0	379285.0	WGS	GENOMIC	SINGLE	Whole-genome sequencing of a weakly proteolytic strain of Bacillus velezens
SRR37081215	SRX32027593	SRS19380824	SRP469716	PRJNA1034616	Bacillus velezensis	A3	OXFORD_NANOPORE	GridION	219578448.0	465869.0	WGS	GENOMIC	SINGLE	Whole-genome sequencing of a strongly proteolytic strain of Bacillus velezensis
SRR37081216	SRX32027592	SRS19380824	SRP469716	PRJNA1034616	Bacillus velezensis	A3	OXFORD_NANOPORE	GridION	187089615.0	394620.0	WGS	GENOMIC	SINGLE	Whole-genome sequencing of a strongly proteolytic strain of Bacillus velezensis
SRR37081217	SRX32027591	SRS19380824	SRP469716	PRJNA1034616	Bacillus velezensis	A3	OXFORD_NANOPORE	GridION	189858683.0	399796.0	WGS	GENOMIC	SINGLE	Whole-genome sequencing of a weakly proteolytic strain of Bacillus velezensis
SRR37081011	SRX32027387	SRS19380824	SRP469716	PRJNA1034616	Bacillus velezensis	A3	OXFORD_NANOPORE	GridION	189180949.0	399652.0	WGS	GENOMIC	SINGLE	Whole-genome sequencing of a weakly proteolytic strain of Bacillus velezensis
SRR37078333	SRX32024710	SRS27964741	SRP674073	PRJNA1293090	Salmonella enterica	W126	OXFORD_NANOPORE	MinION	1261365551.0	384486.0	WGS	GENOMIC	SINGLE	ONT genomic reads for Salmonella enterica strain:W126
DRR900665	DRX878486	DRS650061	DRP017050	PRJDB40171	Listeria monocytogenes	MP01	OXFORD_NANOPORE	MinION	1531384298.0	363555.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD01797755
SRR37073011	SRX32019386	SRS27960003	SRP674003	PRJNA573682	Ochrobactrum sp. Kaboul	Kaboul	OXFORD_NANOPORE	MinION	189074402.0	27554.0	WGS	GENOMIC	SINGLE	Brucella hematophila Kaboul Nanopore sequencing
SRR37065762	SRX32012138	SRS27953301	SRP673690	PRJNA1178101	Streptomyces sp. NB004	NB004	OXFORD_NANOPORE	GridION	14317935557.0	27410250.0	WGS	GENOMIC	SINGLE	Streptomyces sp. NB004
DRR901756	DRX879541	DRS343934	DRP010837	PRJDB16993	Pseudomonas aeruginosa	JBAGABE-19-0107	OXFORD_NANOPORE	GridION	581075117.0	79606.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00658301
DRR901755	DRX879540	DRS344261	DRP010837	PRJDB16993	Pseudomonas aeruginosa	JBEAAFA-19-0573	OXFORD_NANOPORE	GridION	517112047.0	55039.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD00658628
DRR901754	DRX879539	DRS650037	DRP010837	PRJDB16993	Pseudomonas aeruginosa	JBDGAAB-19-0110	OXFORD_NANOPORE	GridION	927653896.0	78009.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD01811600
DRR901753	DRX879538	DRS650036	DRP010837	PRJDB16993	Pseudomonas aeruginosa	JBCGACB-19-0259	OXFORD_NANOPORE	GridION	515196377.0	51205.0	WGS	GENOMIC	SINGLE	GridION sequencing of SAMD01811599
SRR37061660	SRX32008036	SRS27949332	SRP650494	PRJNA1372388	Escherichia coli	NMA_MM002	OXFORD_NANOPORE	MinION	211196924.0	31238.0	WGS	GENOMIC	SINGLE	Metagenome
SRR37061164	SRX32007540	SRS27275888	SRP650494	PRJNA1372388	Escherichia coli		OXFORD_NANOPORE	MinION	149708056.0	32000.0	WGS	GENOMIC	SINGLE	ONT seq of E coli
SRR37045986	SRX31992818	SRS27934659	SRP671498	PRJNA1416668	Serratia ureilytica	BM01-BS	OXFORD_NANOPORE	PromethION	1676016892.0	1693179.0	WGS	GENOMIC	SINGLE	Oxford Nanopore whole genome sequencing of Serratia ureilytica BM01-BS
SRR35742073	SRX30791368	SRS27162741	SRP629216	PRJNA1335599	Trichococcus sp. TS_SC_9	TS_SC_9	OXFORD_NANOPORE	MinION	1666027433.0	140472.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Trichococcus sp. TS_SC_9, isolated from TsoMoriri Lake Sediment
SRR35742074	SRX30791367	SRS27162740	SRP629216	PRJNA1335599	Streptomyces sp. TRD_SC_5	TRD_SC_5	OXFORD_NANOPORE	MinION	4127183999.0	503893.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Streptomyces sp. TRD_SC_5, isolated from TsoMoriri Rock Dust
SRR35742075	SRX30791366	SRS27162738	SRP629216	PRJNA1335599	Psychrobacter sp. TS_SC_6	TS_SC_6	OXFORD_NANOPORE	MinION	1193626375.0	87713.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Psychrobacter sp. TS_SC_6, isolated from TsoMoriri Lake Sediment
SRR35742076	SRX30791365	SRS27162739	SRP629216	PRJNA1335599	Paenarthrobacter sp. TRD_SC_7	TRD_SC_7	OXFORD_NANOPORE	MinION	610431682.0	39622.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Paenarthrobacter sp. TRD_SC_7, isolated from TsoMoriri Rock Dust
SRR35742077	SRX30791364	SRS27162737	SRP629216	PRJNA1335599	Flavobacterium sp. TS_SC_5	TS_SC_5	OXFORD_NANOPORE	MinION	1650413145.0	139124.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Flavobacterium sp. TS_SC_5, isolated from TsoMoriri Lake Sediment
SRR35742078	SRX30791363	SRS27162735	SRP629216	PRJNA1335599	Aeromonas sp. TS_SC_11	TS_SC_11	OXFORD_NANOPORE	MinION	1972584827.0	214989.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Aeromonas sp. TS_SC_11, isolated from TsoMoriri Lake Sediment
DRR902346	DRX880131	DRS649546	DRP017027	PRJDB37642	Citrobacter braakii	S2-04S_CX_2	OXFORD_NANOPORE	MinION	226243318.0	24438.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD01814091
DRR902345	DRX880130	DRS649545	DRP017027	PRJDB37642	Citrobacter braakii	S2-04S_CX	OXFORD_NANOPORE	MinION	330648530.0	36199.0	WGS	GENOMIC	SINGLE	MinION sequencing of SAMD01814090
SRR37038658	SRX31985581	SRS27928061	SRP670485	PRJNA1416342	Vibrio sp. KE		OXFORD_NANOPORE	PromethION	2294810022.0	578694.0	WGS	GENOMIC	SINGLE	Whole-genome sequencing of a Vibrio sp.
SRR37029937	SRX31977291	SRS27920203	SRP669557	PRJNA1415964	Nostoc	C97	OXFORD_NANOPORE	MinION	460677168.0	141662.0	WGS	GENOMIC	SINGLE	Genome sequencing of cyanobacterial isolate C97 from hornworts
SRR37029938	SRX31977290	SRS27920204	SRP669557	PRJNA1415964	Nostoc	C96	OXFORD_NANOPORE	MinION	943579294.0	146993.0	WGS	GENOMIC	SINGLE	Genome sequencing of cyanobacterial isolate C96 from hornworts
SRR37027311	SRX31974663	SRS27917638	SRP669342	PRJNA1415237	Bacillus licheniformis	L517	OXFORD_NANOPORE	PromethION	1116398788.0	169686.0	WGS	GENOMIC	SINGLE	WGS of Bacillus licheniformis: isolated from elephant gut microbiota (Nanopore)
SRR37026925	SRX31974331	SRS27917436	SRP669243	PRJNA1407867	Ralstonia solanacearum	INTABV18	OXFORD_NANOPORE	MinION	260050753.0	74087.0	WGS	GENOMIC	SINGLE	WGS of Ralstonia solanacearum INTABV18
SRR37026926	SRX31974330	SRS27917437	SRP669243	PRJNA1407867	Ralstonia solanacearum	INTABV29	OXFORD_NANOPORE	MinION	1371494616.0	800881.0	WGS	GENOMIC	SINGLE	WGS of Ralstonia solanacearum INTABV29
SRR37026927	SRX31974329	SRS27917435	SRP669243	PRJNA1407867	Ralstonia solanacearum	INTABV624	OXFORD_NANOPORE	MinION	269507933.0	64113.0	WGS	GENOMIC	SINGLE	WGS of Ralstonia solanacearum INTABV624
SRR37026928	SRX31974328	SRS27917434	SRP669243	PRJNA1407867	Ralstonia solanacearum	INTABV2657	OXFORD_NANOPORE	MinION	506169905.0	164779.0	WGS	GENOMIC	SINGLE	WGS of Ralstonia solanacearum INTABV2657
SRR37021574	SRX31969000	SRS27913158	SRP669007	PRJNA1406776	Leuconostoc suionicum	777_1B	OXFORD_NANOPORE	GridION	1102794540.0	405095.0	WGS	GENOMIC	SINGLE	Whole genome sequencing of Leuconostoc suionicum from stored sugarbeet roots
SRR37013324	SRX31962725	SRS27907315	SRP668605	PRJNA1415589	Aeromonas veronii	AV1212	OXFORD_NANOPORE	GridION	2809122217.0	114165.0	WGS	GENOMIC	SINGLE	Aeromonas veronii strain:AV1212 Genome
SRR37012498	SRX31961934	SRS27906708	SRP668558	PRJNA1415509	Leuconostoc mesenteroides		OXFORD_NANOPORE	MinION	1337288067.0	146886.0	WGS	GENOMIC	SINGLE	Leuconostoc zhaoqingenium
SRR37011204	SRX31960639	SRS27905690	SRP668550	PRJNA1415493	Aeromonas veronii	AV0110	OXFORD_NANOPORE	GridION	2442356667.0	123954.0	WGS	GENOMIC	SINGLE	Aeromonas veronii strain:AV0110 Genome
ERR15696533	ERX15100651	ERS27018393	ERP171481	PRJEB88388	Achromobacter marplatensis	R-93406	OXFORD_NANOPORE	MinION	789885194.0	173849.0	WGS	GENOMIC	SINGLE	Raw reads: Achromobacter marplatensis R-93406
ERR15695326	ERX15099469	ERS26987686	ERP171481	PRJEB88388	Pseudomonas sp. R-92584	R-92584	OXFORD_NANOPORE	MinION	1285851710.0	471992.0	WGS	GENOMIC	SINGLE	Raw reads: Pseudomonas sp. R-92584
ERR16137056	ERX15526722	SRS10826712	ERP187675	PRJEB106623	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	349637297.0	62737.0	WGS	GENOMIC	SINGLE	Raw reads: EEE037
ERR16137087	ERX15526753	SRS10826674	ERP187675	PRJEB106623	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	374387676.0	67829.0	WGS	GENOMIC	SINGLE	Raw reads: EEE029
ERR16145642	ERX15535200	ERS28552371	ERP187172	PRJEB106067	Pseudomonas yamanorum		OXFORD_NANOPORE	GridION	624933483.0	37640.0	WGS	GENOMIC	SINGLE	Raw reads: Pseudomonas yamanorum PAMC25886
ERR16137051	ERX15526717	ERS28491447	ERP187675	PRJEB106623	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	198410474.0	51615.0	WGS	GENOMIC	SINGLE	Raw reads: UMASS-DGI_5
ERR16137088	ERX15526754	ERS28491443	ERP187675	PRJEB106623	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	337671552.0	59136.0	WGS	GENOMIC	SINGLE	Raw reads: UMASS-DGI_26
ERR16124044	ERX15513796	ERS24427878	ERP172280	PRJEB89238	Escherichia coli		OXFORD_NANOPORE	MinION	1750311224.0	235219.0	WGS	GENOMIC	SINGLE	Raw reads: CB6837
ERR16124200	ERX15513952	ERS24427881	ERP172280	PRJEB89238	Escherichia coli		OXFORD_NANOPORE	MinION	904979583.0	104279.0	WGS	GENOMIC	SINGLE	Raw reads: CB7453
ERR16137079	ERX15526745	SRS10827121	ERP187675	PRJEB106623	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	221539642.0	35341.0	WGS	GENOMIC	SINGLE	Raw reads: EEE020
ERR16137094	ERX15526760	ERS621498	ERP187675	PRJEB106623	Neisseria gonorrhoeae	12CFX_C_030	OXFORD_NANOPORE	MinION	378901015.0	68146.0	WGS	GENOMIC	SINGLE	Raw reads: GCGS0431
ERR16137081	ERX15526747	SRS10826994	ERP187675	PRJEB106623	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	216660414.0	38934.0	WGS	GENOMIC	SINGLE	Raw reads: CCC028
ERR16115332	ERX15504923	ERS24427876	ERP172280	PRJEB89238	Escherichia coli		OXFORD_NANOPORE	MinION	728167757.0	161560.0	WGS	GENOMIC	SINGLE	Raw reads: LP26-E1-261
ERR16137063	ERX15526729	SRS10827054	ERP187675	PRJEB106623	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	187690326.0	18164.0	WGS	GENOMIC	SINGLE	Raw reads: DDD038
ERR16137116	ERX15526782	SRS10826756	ERP187675	PRJEB106623	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	462612153.0	72911.0	WGS	GENOMIC	SINGLE	Raw reads: CCC014
ERR16137071	ERX15526737	ERS621732	ERP187675	PRJEB106623	Neisseria gonorrhoeae	11CFX_T_003	OXFORD_NANOPORE	MinION	220696633.0	31854.0	WGS	GENOMIC	SINGLE	Raw reads: GCGS1013
ERR16137111	ERX15526777	ERS28491449	ERP187675	PRJEB106623	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	367225812.0	61678.0	WGS	GENOMIC	SINGLE	Raw reads: UMASS-DGI_65
ERR16137118	ERX15526784	SRS4358907	ERP187675	PRJEB106623	Neisseria gonorrhoeae	AUSMDU00013488	OXFORD_NANOPORE	MinION	420121520.0	66764.0	WGS	GENOMIC	SINGLE	Raw reads: AUNG1291
ERR16124187	ERX15513939	ERS24427880	ERP172280	PRJEB89238	Escherichia coli		OXFORD_NANOPORE	MinION	1010500586.0	142169.0	WGS	GENOMIC	SINGLE	Raw reads: CB7286
ERR16137106	ERX15526772	ERS758617	ERP187675	PRJEB106623	Neisseria gonorrhoeae	01AZI_C_002	OXFORD_NANOPORE	MinION	266937306.0	69819.0	WGS	GENOMIC	SINGLE	Raw reads: GCGS0306
ERR16137122	ERX15526788	SRS10826759	ERP187675	PRJEB106623	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	528241489.0	85425.0	WGS	GENOMIC	SINGLE	Raw reads: CCC016
ERR16137096	ERX15526762	SRS10826763	ERP187675	PRJEB106623	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	338195851.0	61884.0	WGS	GENOMIC	SINGLE	Raw reads: CCC020
ERR16145641	ERX15535199	ERS28552370	ERP187171	PRJEB106066	Pseudomonas paraveronii		OXFORD_NANOPORE	GridION	1694553084.0	220829.0	WGS	GENOMIC	SINGLE	Raw reads: Pseudomonas paraveronii PAMC25584
ERR16145630	ERX15535188	ERS28552367	ERP187168	PRJEB106063	Paenibacillus marchantiae		OXFORD_NANOPORE	GridION	681953602.0	92405.0	WGS	GENOMIC	SINGLE	Raw reads: Paenibacillus marchantiae PAMC21343
ERR16137098	ERX15526764	SRS10826733	ERP187675	PRJEB106623	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	366150502.0	62896.0	WGS	GENOMIC	SINGLE	Raw reads: FFF007
ERR16137124	ERX15526790	SRS10826669	ERP187675	PRJEB106623	Neisseria gonorrhoeae		OXFORD_NANOPORE	MinION	323046914.0	61168.0	WGS	GENOMIC	SINGLE	Raw reads: EEE023
